frame_idx,joint_fixed,joint_model_derived,decoupled_fixed,decoupled_model_derived,memoryless
157,C1,C1,C1,C1,C1
158,C1,C1,C1,C1,C1
159,C1,C1,C1,C1,C1
160,C1,C1,C1,C1,C1
161,C1,C1,C1,C1,C1
162,C1,C1,C1,C1,C1
163,C1,C1,C1,C1,C1
164,C1,C1,C1,C1,C1
165,C1,C1,C1,C1,C1
166,C1,C1,C1,C1,C1
167,C1,C1,C1,C1,C2
168,C1,C1,C1,C1,C2
169,C1,C1,C1,C1,C2
170,C1,C1,C1,C1,C2
171,C1,C1,C1,C1,C2
172,C1,C1,C1,C1,C2
173,C1,C1,C1,C1,C2
174,C1,C1,C1,C1,C1
175,C1,C1,C1,C1,C1
176,C1,C1,C1,C1,C1
177,C1,C1,C1,C1,C1
178,C1,C1,C1,C1,C1
179,C1,C1,C1,C1,C1
180,C1,C1,C1,C1,C1
181,C1,C1,C1,C1,C2
182,C1,C1,C1,C1,C2
183,C1,C1,C1,C1,C2
184,C1,C1,C1,C1,C2
185,C1,C1,C1,C1,C2
186,C1,C1,C1,C1,C2
187,C1,C1,C1,C1,C2
188,C1,C1,C1,C1,C2
189,C1,C1,C1,C1,C2
190,C1,C1,C1,C1,C2
191,C1,C1,C1,C1,C2
192,C1,C1,C1,C1,C2
193,C1,C1,C1,C1,C2
194,C1,C1,C1,C1,C2
195,C1,C1,C1,C1,C2
196,C1,C1,C1,C1,C2
197,C1,C1,C1,C1,C1
198,C1,C1,C1,C1,C1
199,C1,C1,C1,C1,C1
200,C1,C1,C1,C1,C2
201,C1,C1,C1,C1,C2
202,C1,C1,C1,C1,C2
203,C1,C1,C1,C1,C2
204,C1,C1,C1,C1,C2
205,C1,C1,C1,C1,C2
206,C1,C1,C1,C1,C2
207,C1,C1,C1,C1,C2
208,C1,C1,C1,C1,C2
209,C1,C1,C1,C1,C2
210,C1,C1,C1,C1,C2
211,C1,C1,C1,C1,C1
212,C1,C1,C1,C1,C1
213,C1,C1,C1,C1,C1
214,C1,C1,C1,C1,C1
215,C1,C1,C1,C1,C1
216,C1,C1,C1,C1,C1
217,C1,C1,C1,C1,C1
218,C1,C1,C1,C1,C1
219,C1,C1,C1,C1,C1
220,C1,C1,C1,C1,C2
221,C1,C1,C1,C1,C2
222,C1,C1,C1,C1,C2
223,C1,C1,C1,C1,C2
224,C1,C1,C1,C1,C2
225,C2,C2,C2,C2,C2
226,C2,C2,C2,C2,C2
227,C2,C2,C2,C2,C2
228,C2,C2,C2,C2,C2
229,C2,C2,C2,C2,C2
230,C2,C2,C2,C2,C2
231,C2,C2,C2,C2,C2
232,C2,C2,C2,C1,C2
233,C2,C2,C2,C1,C2
234,C2,C2,C2,C1,C2
235,C2,C2,C2,C1,C2
236,C2,C2,C1,C1,C2
237,C2,C2,C1,C1,C2
238,C2,C2,C1,C1,C2
239,C2,C2,C1,C2,C2
240,C2,C2,C1,C2,C2
241,C2,C2,C1,C2,C2
242,C2,C2,C1,C2,C2
243,C2,C2,C1,C2,C2
244,C2,C2,C1,C2,C2
245,C2,C2,C1,C2,C2
246,C2,C2,C1,C2,C2
247,C2,C2,C2,C2,C2
248,C2,C2,C2,C2,C2
249,C2,C2,C2,C2,C2
250,C2,C2,C2,C2,C2
251,C2,C2,C2,C2,C2
252,C2,C2,C2,C2,C2
253,C2,C2,C2,C2,C2
254,C2,C2,C2,C2,C2
255,C2,C2,C2,C2,C2
256,C2,C2,C2,C2,C2
257,C2,C2,C2,C2,C2
258,C2,C2,C2,C2,C2
259,C2,C2,C2,C2,C2
260,C2,C2,C2,C2,C2
261,C2,C2,C2,C2,C2
262,C2,C2,C2,C2,C2
263,C2,C2,C2,C2,C2
264,C2,C2,C2,C2,C2
265,C2,C2,C2,C2,C2
266,C2,C2,C2,C2,C2
267,C2,C2,C2,C2,C2
268,C2,C2,C2,C2,C2
269,C2,C2,C2,C2,C2
270,C2,C2,C2,C2,C2
271,C2,C2,C2,C2,C2
272,C2,C2,C2,C2,C2
273,C2,C2,C2,C2,C2
274,C2,C2,C2,C2,C2
275,C2,C2,C2,C2,C2
276,C1,C1,C1,C1,C2
277,C1,C1,C1,C1,C2
278,C1,C1,C1,C1,C1
279,C1,C1,C1,C1,C1
280,C1,C1,C1,C1,C1
281,C1,C1,C1,C1,C1
282,C1,C2,C1,C1,C1
283,C1,C2,C1,C1,C1
284,C1,C2,C1,C1,C1
285,C1,C2,C1,C1,C1
286,C1,C2,C1,C1,C2
287,C2,C2,C1,C1,C2
288,C2,C2,C2,C2,C2
289,C2,C2,C2,C2,C2
290,C2,C2,C2,C2,C2
291,C2,C2,C2,C2,C2
292,C2,C2,C2,C2,C2
293,C2,C2,C2,C2,C2
294,C2,C2,C2,C2,C2
295,C2,C2,C2,C2,C2
296,C2,C2,C2,C2,C2
297,C2,C2,C2,C2,C2
298,C2,C2,C2,C2,C2
299,C2,C2,C2,C2,C2
