frame_idx,joint_fixed,joint_model_derived,decoupled_fixed,decoupled_model_derived,memoryless
157,C1,C1,C1,C1,C1
158,C1,C1,C1,C1,C1
159,C1,C1,C1,C1,C1
160,C1,C1,C1,C1,C1
161,C1,C1,C1,C1,C1
162,C1,C1,C1,C1,C1
163,C1,C1,C1,C1,C1
164,C1,C1,C1,C1,C1
165,C1,C1,C1,C1,C1
166,C1,C1,C1,C1,C1
167,C1,C1,C1,C1,C1
168,C1,C1,C1,C1,C1
169,C1,C1,C1,C1,C1
170,C1,C1,C1,C1,C1
171,C1,C1,C1,C1,C1
172,C1,C1,C1,C1,C1
173,C1,C1,C1,C1,C1
174,C1,C1,C1,C1,C1
175,C1,C1,C1,C1,C1
176,C1,C1,C1,C1,C1
177,C1,C1,C1,C1,C1
178,C1,C1,C1,C1,C1
179,C1,C1,C1,C1,C1
180,C1,C1,C1,C1,C1
181,C1,C1,C1,C1,C1
182,C1,C1,C1,C1,C1
183,C1,C1,C1,C1,C1
184,C1,C1,C1,C1,C1
185,C1,C1,C1,C1,C1
186,C1,C1,C1,C1,C1
187,C1,C1,C1,C1,C1
188,C1,C1,C1,C1,C1
189,C1,C1,C1,C1,C1
190,C1,C1,C1,C1,C1
191,C1,C1,C1,C1,C1
192,C1,C1,C1,C1,C1
193,C1,C1,C1,C1,C1
194,C1,C1,C1,C1,C1
195,C1,C1,C1,C1,C1
196,C1,C1,C1,C1,C1
197,C1,C1,C1,C1,C1
198,C1,C1,C1,C1,C1
199,C1,C1,C1,C1,C1
200,C1,C1,C1,C1,C1
201,C1,C1,C1,C1,C1
202,C1,C1,C1,C1,C1
203,C1,C1,C1,C1,C1
204,C1,C1,C1,C1,C1
205,C1,C1,C1,C1,C1
206,C1,C1,C1,C1,C1
207,C1,C1,C1,C1,C1
208,C1,C1,C1,C1,C1
209,C1,C1,C1,C1,C1
210,C1,C1,C1,C1,C1
211,C1,C1,C1,C1,C1
212,C1,C1,C1,C1,C1
213,C1,C1,C1,C1,C1
214,C1,C1,C1,C1,C1
215,C1,C1,C1,C1,C1
216,C1,C1,C1,C1,C1
217,C1,C1,C1,C1,C1
218,C1,C1,C1,C1,C1
219,C1,C1,C1,C1,C1
220,C1,C1,C1,C1,C4
221,C1,C1,C1,C1,C4
222,C1,C1,C1,C1,C4
223,C1,C1,C1,C1,C4
224,C1,C1,C1,C1,C4
225,C4,C4,C1,C1,C4
226,C4,C4,C1,C1,C4
227,C4,C4,C4,C4,C4
228,C4,C4,C4,C4,C4
229,C4,C4,C4,C4,C4
230,C4,C4,C4,C1,C4
231,C4,C1,C4,C1,C4
232,C4,C1,C4,C1,C4
233,C4,C1,C4,C1,C4
234,C4,C1,C4,C1,C4
235,C4,C1,C4,C1,C4
236,C1,C1,C4,C1,C4
237,C1,C1,C4,C1,C4
238,C1,C1,C1,C1,C4
239,C1,C4,C1,C1,C4
240,C1,C4,C1,C4,C4
241,C1,C4,C1,C4,C4
242,C1,C4,C1,C4,C4
243,C1,C4,C1,C4,C4
244,C1,C4,C1,C4,C4
245,C1,C4,C1,C4,C4
246,C1,C4,C1,C4,C4
247,C4,C4,C1,C4,C4
248,C4,C4,C1,C4,C4
249,C4,C4,C4,C4,C4
250,C4,C4,C4,C4,C4
251,C4,C4,C4,C4,C4
252,C4,C4,C4,C4,C4
253,C4,C4,C4,C4,C4
254,C4,C4,C4,C4,C4
255,C4,C4,C4,C4,C4
256,C4,C4,C4,C4,C4
257,C4,C4,C4,C4,C4
258,C4,C4,C4,C4,C4
259,C4,C4,C4,C4,C4
260,C4,C4,C4,C4,C4
261,C4,C4,C4,C4,C4
262,C4,C4,C4,C4,C4
263,C4,C4,C4,C4,C4
264,C4,C4,C4,C4,C4
265,C4,C4,C4,C4,C4
266,C4,C4,C4,C4,C4
267,C4,C4,C4,C4,C4
268,C4,C4,C4,C4,C4
269,C4,C4,C1,C1,C4
270,C1,C1,C1,C1,C4
271,C1,C1,C1,C1,C4
272,C1,C1,C1,C1,C4
273,C1,C1,C1,C1,C4
274,C1,C1,C1,C1,C4
275,C1,C1,C1,C1,C4
276,C1,C1,C1,C1,C4
277,C1,C1,C1,C1,C4
278,C1,C1,C1,C1,C1
279,C1,C1,C1,C1,C1
280,C1,C1,C1,C1,C1
281,C1,C1,C1,C1,C4
282,C1,C1,C1,C1,C4
283,C1,C1,C1,C1,C4
284,C1,C1,C1,C1,C4
285,C1,C1,C1,C1,C4
286,C1,C1,C1,C1,C4
287,C1,C1,C1,C1,C4
288,C1,C1,C1,C1,C4
289,C1,C1,C1,C1,C4
290,C1,C1,C1,C1,C4
291,C1,C1,C1,C1,C4
292,C4,C4,C4,C4,C4
293,C4,C4,C4,C4,C4
294,C4,C4,C4,C4,C4
295,C4,C4,C4,C4,C4
296,C4,C4,C4,C4,C4
297,C4,C1,C4,C1,C4
298,C4,C1,C4,C1,C4
299,C4,C4,C4,C4,C4
