frame_idx,blur,illumination,occlusion,gt_fault,gt_blur,gt_illumination,gt_occlusion
287,3.1775502035435736,7.106040083843547,1.0,False,False,False,False
288,3.1776214361933093,7.105908139116696,1.0,False,False,False,False
289,3.1423226871705587,7.103237114025841,1.0,False,False,False,False
290,3.150713123033996,7.107762374053747,0.9777777777777777,False,False,False,False
291,3.1230526150685862,7.101250760272122,1.0,False,False,False,False
292,3.1884218834691325,7.105131941547746,0.9896907216494846,False,False,False,False
293,3.156166635663054,7.108380671783327,1.0,False,False,False,False
294,3.181792792892483,7.110650174869882,1.0,False,False,False,False
295,3.133754221857536,7.105502534806773,1.0,False,False,False,False
296,3.136168388845631,7.107207119404807,1.0,False,False,False,False
297,3.133991725214965,7.107483930472764,1.0,False,False,False,False
298,3.115208186563609,7.110009081774006,1.0,False,False,False,False
299,3.1143575300114112,7.109759479686378,0.9886363636363636,False,False,False,False
300,3.1415348800024323,7.109729181542059,0.98989898989899,False,False,False,False
301,3.099532040065782,7.105304247101768,1.0,False,False,False,False
302,3.0976283766840638,7.105904809962995,1.0,False,False,False,False
303,3.1022668938674234,7.1069007935563135,1.0,False,False,False,False
304,3.077190726147106,7.108374522505267,1.0,False,False,False,False
305,3.1560836660748643,7.1055073001335565,1.0,False,False,False,False
306,3.1128218713229625,7.103664230453038,1.0,False,False,False,False
307,3.129582682836502,7.104351622860991,0.9855072463768116,False,False,False,False
308,3.0997101519987806,7.102327904286385,1.0,False,False,False,False
309,3.105880178121661,7.104724557064799,1.0,False,False,False,False
310,3.1159050016057557,7.108098309186406,1.0,False,False,False,False
311,3.1404981127564713,7.104442913284064,1.0,False,False,False,False
312,3.0593888366503545,7.098649657680298,1.0,False,False,False,False
313,3.099805111739788,7.106867177365773,1.0,False,False,False,False
314,3.0763398246194877,7.102477676553827,1.0,False,False,False,False
315,3.147843359795631,7.106031230105548,1.0,False,False,False,False
316,3.0845282690538673,7.104843647030869,1.0,False,False,False,False
317,3.1342687228707073,7.108538997456684,1.0,False,False,False,False
318,3.1150856672600318,7.108159488122986,1.0,False,False,False,False
319,3.1683681964584007,7.108251071808802,1.0,False,False,False,False
320,3.1130751969599126,7.10849962949518,1.0,False,False,False,False
321,3.104811405118883,7.105796909343534,1.0,False,False,False,False
322,3.117863753569002,7.112784826972576,0.989247311827957,False,False,False,False
323,3.0430952302303362,7.1072540417803935,1.0,False,False,False,False
324,3.045323229134007,7.107090095197632,1.0,False,False,False,False
325,3.0554866907091736,7.105135091401429,1.0,False,False,False,False
326,3.083586184056296,7.107034108699086,0.9895833333333334,False,False,False,False
327,3.0312615253573805,7.102368676729687,1.0,False,False,False,False
328,3.0511728993481197,7.103292860072507,1.0,False,False,False,False
329,3.080645586174937,7.104141608902937,1.0,False,False,False,False
330,3.106140999505266,7.105214303997411,1.0,False,False,False,False
331,3.0814491951661975,7.104528567834981,1.0,False,False,False,False
332,3.0669440707779843,7.10929624819621,1.0,False,False,False,False
333,3.051477448076874,7.106240989051081,1.0,False,False,False,False
334,3.005481169899854,7.109903490221523,1.0,False,False,False,False
335,3.059915292511063,7.111359585891575,0.9859154929577465,False,False,False,False
336,3.062210850921175,7.112525530631206,1.0,False,False,False,False
337,3.045315409531098,7.11003097368037,0.9885057471264368,False,False,False,False
338,3.031079533430359,7.111743139176358,1.0,False,False,False,False
339,3.0541490420196435,7.112757063168278,0.9880952380952381,False,False,False,False
340,3.108816816908877,7.1111785895588415,1.0,False,False,False,False
341,3.0175679104490833,7.1119501646439,1.0,False,False,False,False
342,3.086906807202046,7.1083362395262535,1.0,False,False,False,False
343,3.1029711846070858,7.110310330386138,1.0,False,False,False,False
344,3.0727421659752445,7.1110995604557665,0.9875,False,False,False,False
345,3.10997241972667,7.111533165231847,1.0,False,False,False,False
346,3.100279833694214,7.1158325241800355,1.0,False,False,False,False
347,3.093278860999068,7.112347211836358,1.0,False,False,False,False
348,3.1405138413062663,7.113277111196098,0.9903846153846154,False,False,False,False
349,3.1106608363723174,7.11600153481977,1.0,False,False,False,False
350,3.105638748406575,7.111043385664212,1.0,False,False,False,False
351,3.058981375282235,7.1120300208381275,1.0,False,False,False,False
352,3.1289099969335243,7.1107508288487065,1.0,False,False,False,False
353,3.048236114954029,7.110622333887994,1.0,False,False,False,False
354,3.1325986147793023,7.109467654745604,1.0,False,False,False,False
355,3.1297252974394074,7.110195459760808,1.0,False,False,False,False
356,3.0960056482174645,7.113218314165472,1.0,False,False,False,False
357,3.121279528770864,7.111857210905132,0.9861111111111112,False,False,False,False
358,3.0746775138889766,7.111824074664698,1.0,False,False,False,False
359,3.156800012408989,7.111404629585942,1.0,False,False,False,False
360,3.1118282437630818,7.113576806702798,1.0,False,False,False,False
361,3.0450501709305167,7.104989574367029,1.0,False,False,False,False
362,3.1338132386136754,7.107019011286877,0.9866666666666667,False,False,False,False
363,3.127516991943803,7.112583334781151,0.989010989010989,False,False,False,False
364,3.091612697591486,7.109559181861497,1.0,False,False,False,False
365,3.091371262456866,7.109380997356634,1.0,False,False,False,False
366,3.0453943780785857,7.1071528520683795,1.0,False,False,False,False
367,3.032555964282823,7.10888970351505,1.0,False,False,False,False
368,3.060287384988889,7.108715243328954,1.0,False,False,False,False
369,3.0320808761809905,7.1044054543961295,0.9863013698630136,False,False,False,False
370,3.0761143379173324,7.1075796973675365,1.0,False,False,False,False
371,3.0877775779122936,7.106767779588418,0.989247311827957,False,False,False,False
372,3.0840771243233975,7.106939142736368,1.0,False,False,False,False
373,3.0799294042437553,7.102774946120616,1.0,False,False,False,False
374,3.0435900277168924,7.106367064053174,1.0,False,False,False,False
375,3.0312576745599165,7.103008132146536,1.0,False,False,False,False
376,3.1170606428301806,7.106468836478892,0.9887640449438202,False,False,False,False
377,3.0766087101428474,7.105801415952186,1.0,False,False,False,False
378,3.089538700089753,7.1073585653307,1.0,False,False,False,False
379,3.102428906999412,7.106217596757462,1.0,False,False,False,False
380,3.116213571894253,7.1078095601012485,0.9893617021276596,False,False,False,False
381,3.1191582381688905,7.10569622507319,1.0,False,False,False,False
382,3.1095765572398832,7.10515826811555,1.0,False,False,False,False
383,3.094920994040818,7.106650662835988,1.0,False,False,False,False
384,3.06038245775692,7.1050913110842275,1.0,False,False,False,False
385,3.09182236307923,7.1024734302422905,1.0,False,False,False,False
386,3.0834914783754757,7.099414327232401,1.0,False,False,False,False
387,3.1343319320428487,7.109088173160362,1.0,False,False,False,False
388,3.067462707255071,7.102045897630113,1.0,False,False,False,False
389,3.129115692268772,7.1035503856819515,1.0,False,False,False,False
390,3.129147413077197,7.104619498392893,1.0,False,False,False,False
391,3.0600617584439878,7.102892098600501,1.0,False,False,False,False
392,3.1385310826602346,7.102138936935889,1.0,False,False,False,False
393,3.095554377365377,7.104265363080234,0.9852941176470589,False,False,False,False
394,3.122985192178233,7.104753475470184,1.0,False,False,False,False
395,3.137371721396326,7.10332122492893,1.0,False,False,False,False
396,3.0841483125517586,7.104303654268453,1.0,False,False,False,False
397,3.1370588903994463,7.106232975975976,1.0,False,False,False,False
398,3.0662911148100966,7.105965084784474,0.9789473684210527,False,False,False,False
399,3.0755244243691364,7.104712370183864,1.0,False,False,False,False
400,10.081860858129069,7.140460036415458,0.5714285714285714,True,False,False,True
401,25.303096427808658,7.182389824463526,0.27906976744186046,True,False,False,True
402,34.876072242741294,7.196873009672877,0.7428571428571429,True,False,False,True
403,34.32862338896093,7.198639566934759,0.9655172413793104,True,False,False,True
404,6.992942951929749,7.04230588362209,0.5333333333333333,True,False,False,True
405,4.555945750338618,7.2731493732321235,0.09090909090909091,True,False,False,True
406,13.309107855027005,7.083596301658837,0.24050632911392406,True,False,False,True
407,5.925270399684485,7.225458807339006,0.04878048780487805,True,False,False,True
408,14.579569338727714,7.087169053016661,0.18181818181818182,True,False,False,True
409,5.088545540896562,7.269214334938246,0.2222222222222222,True,False,False,True
410,6.463972848829376,7.098723382768355,0.2542372881355932,True,False,False,True
411,22.310283518528035,7.211589613076477,0.4642857142857143,True,False,False,True
412,5.884529843550371,7.207023634065864,0.4,True,False,False,True
413,34.31528585898436,7.204527159846958,0.36486486486486486,True,False,False,True
414,6.706005924421927,7.194182423480596,0.3333333333333333,True,False,False,True
415,27.087108873909354,7.187169368634363,0.525,True,False,False,True
416,6.477124355012672,7.059990501706771,0.5862068965517241,True,False,False,True
417,16.169931311237065,7.000835302302368,0.6162790697674418,True,False,False,True
418,24.570241004769194,7.158092252407766,0.7368421052631579,True,False,False,True
419,19.00969625992759,7.077861558401759,0.2727272727272727,True,False,False,True
420,34.645342305601865,7.175816685608212,0.23529411764705882,True,False,False,True
421,30.872549757201487,7.207249749006201,0.8620689655172413,True,False,False,True
422,12.402030888130579,6.960060900408976,0.6774193548387096,True,False,False,True
423,11.90031330549422,7.089185580945019,0.13043478260869565,True,False,False,True
424,13.665677030874763,6.968816377911875,0.21428571428571427,True,False,False,True
425,18.68856057785443,7.074059355976377,0.05128205128205128,True,False,False,True
426,5.810861564395461,7.258208771856072,0.11428571428571428,True,False,False,True
427,3.7988773396222832,7.2324890682027325,0.2857142857142857,True,False,False,True
428,11.134522166233698,7.041052969321605,0.15151515151515152,True,False,False,True
429,9.063801716669035,7.150358218922426,0.16216216216216217,True,False,False,True
430,8.227587128165629,7.164919381459647,0.723404255319149,True,False,False,True
431,19.091723507116928,7.080958405423668,0.38095238095238093,True,False,False,True
432,27.957743463329358,7.183639716972397,0.5,True,False,False,True
433,9.102250858565796,7.139993392474228,0.21428571428571427,True,False,False,True
434,13.726411881843333,7.071272544403255,0.1388888888888889,True,False,False,True
435,23.712492703450934,7.1426979399620905,0.14634146341463414,True,False,False,True
436,17.228572721941408,7.043745537243771,0.5625,True,False,False,True
437,4.1915090147299745,7.259940217468439,0.11428571428571428,True,False,False,True
438,5.944964071959887,7.113849280468413,0.29906542056074764,True,False,False,True
439,21.34704275009609,7.1102801659127675,0.1044776119402985,True,False,False,True
440,14.16036575147639,7.103703950113633,0.13513513513513514,True,False,False,True
