frame_idx,joint_fixed,joint_model_derived,decoupled_fixed,decoupled_model_derived,memoryless
157,C1,C1,C1,C1,C1
158,C1,C1,C1,C1,C1
159,C1,C1,C1,C1,C1
160,C1,C1,C1,C1,C1
161,C1,C1,C1,C1,C1
162,C1,C1,C1,C1,C1
163,C1,C1,C1,C1,C1
164,C1,C1,C1,C1,C1
165,C1,C1,C1,C1,C1
166,C1,C1,C1,C1,C1
167,C1,C1,C1,C1,C1
168,C1,C1,C1,C1,C1
169,C1,C1,C1,C1,C1
170,C1,C1,C1,C1,C1
171,C1,C1,C1,C1,C1
172,C1,C1,C1,C1,C1
173,C1,C1,C1,C1,C1
174,C1,C1,C1,C1,C1
175,C1,C1,C1,C1,C1
176,C1,C1,C1,C1,C1
177,C1,C1,C1,C1,C1
178,C1,C1,C1,C1,C1
179,C1,C1,C1,C1,C1
180,C1,C1,C1,C1,C1
181,C1,C1,C1,C1,C1
182,C1,C1,C1,C1,C1
183,C1,C1,C1,C1,C1
184,C1,C1,C1,C1,C1
185,C1,C1,C1,C1,C1
186,C1,C1,C1,C1,C1
187,C1,C1,C1,C1,C1
188,C1,C1,C1,C1,C1
189,C1,C1,C1,C1,C1
190,C1,C1,C1,C1,C1
191,C1,C1,C1,C1,C1
192,C1,C1,C1,C1,C1
193,C1,C1,C1,C1,C1
194,C1,C1,C1,C1,C1
195,C1,C1,C1,C1,C1
196,C1,C1,C1,C1,C1
197,C1,C1,C1,C1,C1
198,C1,C1,C1,C1,C1
199,C1,C1,C1,C1,C1
200,C1,C1,C1,C1,C4
201,C1,C1,C1,C1,C4
202,C1,C1,C1,C1,C4
203,C1,C1,C1,C1,C4
204,C1,C1,C1,C1,C4
205,C1,C1,C1,C1,C4
206,C1,C1,C1,C1,C4
207,C4,C4,C1,C1,C4
208,C4,C4,C1,C1,C4
209,C4,C4,C1,C1,C4
210,C4,C4,C1,C1,C4
211,C4,C4,C1,C1,C4
212,C4,C4,C1,C1,C4
213,C4,C4,C1,C1,C4
214,C4,C4,C1,C1,C4
215,C4,C4,C1,C1,C4
216,C4,C4,C1,C1,C4
217,C4,C4,C1,C1,C4
218,C4,C4,C1,C1,C4
219,C4,C4,C1,C1,C4
220,C4,C4,C1,C1,C4
221,C4,C4,C1,C1,C4
222,C4,C4,C1,C1,C4
223,C4,C4,C1,C1,C4
224,C1,C1,C1,C1,C4
225,C1,C1,C1,C1,C4
226,C1,C4,C1,C1,C4
227,C1,C4,C1,C1,C4
228,C1,C1,C1,C1,C4
229,C1,C1,C1,C1,C4
230,C1,C1,C1,C1,C4
231,C1,C1,C1,C1,C4
232,C1,C1,C1,C1,C4
233,C1,C1,C1,C1,C4
234,C1,C1,C1,C1,C4
235,C1,C1,C1,C1,C4
236,C1,C1,C1,C1,C4
237,C1,C1,C1,C1,C4
238,C1,C1,C1,C1,C4
239,C1,C1,C1,C1,C4
240,C4,C4,C1,C1,C4
241,C4,C4,C1,C1,C4
242,C4,C4,C1,C1,C4
243,C4,C4,C1,C1,C4
244,C4,C4,C1,C1,C4
245,C4,C4,C4,C4,C4
246,C4,C4,C4,C4,C4
247,C4,C4,C4,C4,C4
248,C4,C4,C4,C4,C4
249,C4,C4,C4,C4,C4
250,C4,C4,C4,C4,C4
251,C4,C4,C4,C4,C4
252,C4,C4,C4,C4,C4
253,C4,C4,C4,C4,C4
254,C4,C4,C4,C4,C4
255,C4,C4,C4,C4,C4
256,C4,C4,C4,C4,C4
257,C4,C4,C4,C4,C4
258,C4,C4,C4,C4,C4
259,C4,C4,C4,C4,C4
260,C4,C4,C4,C4,C4
261,C4,C4,C4,C4,C4
262,C4,C4,C4,C4,C4
263,C4,C4,C4,C4,C4
264,C4,C4,C4,C4,C4
265,C4,C4,C4,C4,C4
266,C4,C4,C4,C4,C4
267,C4,C4,C4,C4,C4
268,C4,C4,C4,C4,C4
269,C4,C4,C4,C4,C4
270,C4,C4,C4,C4,C4
271,C4,C4,C4,C4,C4
272,C4,C4,C4,C4,C4
273,C4,C4,C4,C4,C4
274,C4,C4,C4,C4,C4
275,C4,C4,C4,C4,C4
276,C4,C4,C4,C4,C4
277,C4,C4,C4,C4,C4
278,C4,C4,C4,C4,C4
279,C4,C4,C4,C4,C4
280,C4,C4,C4,C4,C4
281,C4,C4,C4,C4,C4
282,C4,C4,C4,C4,C4
283,C4,C4,C4,C4,C4
284,C4,C4,C4,C4,C4
285,C1,C1,C1,C1,C4
286,C1,C1,C1,C1,C1
287,C1,C1,C1,C1,C1
288,C1,C1,C1,C1,C1
289,C1,C1,C1,C1,C1
290,C1,C1,C1,C1,C1
291,C1,C1,C1,C1,C4
292,C1,C4,C1,C1,C4
293,C1,C4,C1,C4,C4
294,C1,C4,C1,C4,C4
295,C1,C4,C1,C4,C4
296,C4,C4,C4,C4,C4
297,C4,C1,C4,C1,C4
298,C4,C1,C4,C1,C4
299,C4,C1,C4,C1,C4
300,C4,C1,C4,C1,C4
301,C4,C1,C4,C1,C4
302,C4,C1,C4,C1,C4
303,C4,C1,C4,C1,C4
304,C4,C1,C4,C1,C4
305,C4,C1,C4,C1,C4
306,C4,C1,C4,C1,C4
307,C4,C4,C4,C4,C4
308,C4,C4,C4,C4,C4
309,C4,C4,C4,C4,C4
310,C4,C4,C4,C4,C4
311,C4,C4,C4,C4,C4
312,C4,C4,C4,C4,C4
313,C4,C4,C4,C4,C4
314,C4,C4,C4,C4,C4
315,C4,C4,C1,C1,C4
316,C4,C4,C1,C1,C4
317,C4,C4,C1,C1,C4
318,C4,C4,C1,C1,C4
319,C4,C4,C1,C1,C4
320,C4,C4,C1,C1,C4
321,C4,C4,C1,C1,C4
322,C4,C4,C1,C1,C4
323,C4,C4,C1,C1,C4
324,C4,C4,C1,C1,C4
325,C4,C4,C1,C1,C4
326,C4,C4,C1,C1,C4
327,C4,C4,C1,C1,C4
328,C1,C1,C1,C1,C4
329,C1,C1,C1,C1,C4
330,C1,C4,C1,C1,C4
331,C1,C4,C1,C1,C4
332,C1,C4,C1,C1,C4
333,C1,C4,C1,C1,C4
334,C1,C4,C1,C1,C4
335,C1,C4,C1,C1,C4
336,C1,C4,C1,C1,C4
337,C1,C4,C1,C1,C4
338,C1,C4,C1,C1,C4
339,C4,C4,C1,C1,C4
340,C4,C4,C1,C1,C4
341,C4,C1,C1,C1,C4
342,C4,C1,C1,C1,C4
343,C4,C1,C1,C1,C4
344,C4,C1,C1,C1,C4
345,C4,C1,C1,C1,C4
346,C4,C1,C1,C1,C4
347,C4,C1,C1,C1,C4
348,C4,C1,C1,C1,C4
349,C4,C1,C1,C1,C4
350,C4,C4,C1,C1,C4
351,C4,C4,C1,C1,C1
352,C4,C4,C1,C1,C1
353,C4,C4,C1,C1,C4
354,C4,C4,C1,C1,C4
355,C4,C4,C1,C1,C4
356,C4,C4,C1,C1,C4
357,C4,C4,C1,C1,C4
358,C4,C4,C1,C1,C4
359,C4,C4,C1,C1,C4
360,C4,C4,C1,C1,C4
361,C4,C4,C1,C1,C4
362,C4,C4,C4,C4,C4
363,C4,C4,C4,C4,C4
364,C4,C4,C4,C1,C4
365,C4,C4,C4,C1,C4
366,C4,C4,C4,C1,C4
367,C4,C4,C4,C1,C4
368,C4,C4,C4,C1,C4
369,C4,C4,C4,C1,C4
370,C1,C1,C4,C1,C4
371,C1,C1,C4,C1,C4
372,C1,C1,C4,C1,C4
373,C1,C4,C1,C1,C4
374,C1,C4,C1,C1,C4
375,C1,C4,C1,C1,C4
376,C1,C4,C1,C1,C4
377,C1,C4,C1,C1,C4
378,C1,C4,C1,C1,C4
379,C1,C4,C1,C1,C4
380,C1,C4,C1,C1,C4
381,C4,C4,C1,C1,C4
382,C4,C4,C1,C1,C4
383,C4,C4,C1,C1,C1
384,C4,C4,C1,C1,C4
385,C4,C4,C1,C1,C4
386,C4,C1,C1,C1,C4
387,C4,C1,C1,C1,C4
388,C4,C1,C1,C1,C4
389,C4,C1,C1,C1,C4
390,C4,C1,C1,C1,C1
391,C4,C1,C1,C1,C1
392,C1,C1,C1,C1,C1
393,C1,C1,C1,C1,C1
394,C1,C1,C1,C1,C1
395,C1,C1,C1,C1,C1
396,C1,C1,C1,C1,C1
397,C1,C1,C1,C1,C1
398,C1,C1,C1,C1,C1
399,C1,C1,C1,C1,C1
400,C1,C1,C1,C1,C1
401,C1,C1,C1,C1,C1
402,C1,C1,C1,C1,C1
403,C1,C1,C1,C1,C1
404,C1,C1,C1,C1,C1
405,C1,C1,C1,C1,C1
406,C1,C1,C1,C1,C1
407,C1,C1,C1,C1,C1
408,C1,C1,C1,C1,C1
409,C1,C1,C1,C1,C1
410,C1,C1,C1,C1,C1
411,C1,C1,C1,C1,C1
412,C1,C1,C1,C1,C1
413,C1,C1,C1,C1,C1
414,C1,C1,C1,C1,C1
415,C4,C4,C1,C1,C1
416,C4,C4,C1,C1,C1
417,C4,C4,C1,C1,C1
418,C4,C4,C1,C1,C1
419,C4,C4,C1,C1,C1
420,C4,C4,C1,C1,C1
421,C4,C4,C1,C1,C1
422,C4,C4,C1,C1,C1
423,C4,C4,C1,C1,C1
424,C4,C4,C1,C1,C1
425,C4,C4,C1,C1,C1
426,C4,C4,C1,C1,C1
427,C4,C4,C1,C1,C1
428,C4,C4,C1,C1,C1
429,C4,C4,C1,C1,C1
430,C1,C1,C1,C1,C1
431,C1,C1,C1,C1,C1
432,C1,C1,C1,C1,C1
433,C1,C1,C1,C1,C1
434,C1,C1,C1,C1,C1
435,C1,C1,C1,C1,C1
436,C1,C1,C1,C1,C1
437,C1,C1,C1,C1,C1
438,C1,C1,C1,C1,C1
439,C1,C4,C1,C1,C1
440,C1,C4,C1,C1,C1
441,C4,C4,C1,C1,C1
442,C4,C4,C1,C1,C1
443,C4,C4,C1,C1,C1
444,C4,C4,C1,C1,C4
445,C4,C4,C1,C1,C4
446,C4,C4,C1,C1,C4
447,C4,C4,C1,C1,C4
448,C4,C4,C1,C1,C4
449,C4,C4,C1,C1,C4
450,C4,C4,C4,C4,C4
451,C4,C4,C4,C4,C4
452,C4,C4,C4,C4,C4
453,C4,C4,C4,C4,C4
454,C4,C4,C4,C4,C4
455,C4,C4,C4,C4,C4
456,C4,C4,C4,C4,C4
457,C4,C4,C4,C4,C4
458,C4,C4,C4,C4,C4
459,C4,C4,C4,C4,C4
460,C4,C4,C4,C4,C4
461,C4,C4,C4,C4,C4
462,C4,C4,C4,C4,C4
463,C4,C4,C4,C4,C4
464,C4,C4,C4,C4,C4
465,C4,C4,C4,C4,C4
466,C4,C4,C4,C4,C4
467,C4,C4,C4,C4,C4
468,C4,C4,C4,C4,C4
469,C4,C4,C4,C4,C4
470,C4,C4,C4,C4,C4
471,C4,C4,C4,C4,C4
472,C4,C4,C4,C4,C4
473,C4,C4,C4,C4,C4
474,C4,C4,C4,C4,C4
475,C4,C4,C4,C4,C4
476,C4,C4,C4,C4,C4
477,C4,C4,C4,C4,C4
478,C4,C4,C4,C4,C4
479,C4,C4,C4,C4,C4
480,C4,C4,C4,C4,C4
481,C4,C4,C4,C4,C4
482,C4,C4,C4,C4,C4
483,C4,C4,C4,C4,C4
484,C4,C4,C4,C4,C4
485,C4,C4,C4,C4,C4
486,C4,C4,C4,C4,C4
487,C4,C4,C4,C4,C4
488,C4,C4,C4,C4,C4
489,C4,C4,C4,C4,C4
490,C4,C4,C4,C4,C4
491,C4,C4,C4,C4,C4
492,C4,C4,C4,C4,C4
493,C4,C4,C4,C4,C4
494,C4,C4,C4,C4,C4
495,C4,C4,C4,C4,C4
496,C4,C4,C4,C4,C4
497,C4,C4,C4,C4,C4
498,C4,C4,C4,C4,C4
499,C4,C4,C4,C4,C4
500,C4,C4,C4,C4,C4
501,C4,C4,C4,C4,C4
502,C4,C4,C4,C4,C4
503,C4,C4,C4,C4,C4
504,C4,C4,C4,C4,C4
505,C4,C4,C4,C4,C4
506,C4,C4,C4,C4,C4
507,C4,C4,C4,C4,C4
508,C4,C4,C4,C4,C4
509,C4,C4,C4,C4,C4
510,C4,C4,C4,C4,C4
511,C4,C4,C4,C4,C4
512,C4,C4,C4,C4,C4
513,C4,C4,C4,C4,C4
514,C4,C4,C4,C4,C4
515,C4,C4,C4,C4,C4
516,C4,C4,C4,C4,C4
517,C4,C4,C4,C4,C4
518,C4,C4,C4,C4,C4
519,C4,C4,C1,C1,C1
520,C1,C1,C1,C1,C1
521,C1,C1,C1,C1,C1
522,C1,C4,C1,C1,C1
523,C1,C4,C1,C1,C1
524,C1,C4,C1,C1,C1
525,C1,C4,C1,C1,C1
526,C1,C4,C1,C1,C1
527,C1,C4,C1,C1,C1
528,C1,C4,C1,C1,C1
529,C1,C4,C1,C1,C1
530,C1,C4,C1,C1,C1
531,C4,C4,C1,C1,C1
532,C4,C4,C1,C1,C1
533,C4,C4,C1,C1,C1
534,C4,C4,C1,C1,C1
535,C4,C4,C1,C1,C1
536,C4,C4,C1,C1,C1
537,C4,C4,C1,C1,C1
538,C4,C4,C1,C1,C1
539,C4,C1,C1,C1,C1
540,C4,C1,C1,C1,C1
541,C4,C1,C1,C1,C1
542,C1,C1,C1,C1,C1
543,C1,C1,C1,C1,C1
544,C1,C1,C1,C1,C1
545,C1,C1,C1,C1,C1
546,C1,C4,C1,C1,C1
547,C1,C4,C1,C1,C1
548,C1,C4,C1,C1,C1
549,C1,C4,C1,C1,C1
550,C1,C4,C1,C1,C1
551,C1,C4,C1,C1,C1
552,C1,C4,C1,C1,C1
553,C4,C4,C1,C1,C1
554,C4,C4,C1,C1,C1
555,C4,C4,C1,C1,C1
556,C4,C4,C1,C1,C4
557,C4,C4,C1,C1,C4
558,C4,C4,C1,C1,C4
559,C4,C4,C1,C1,C4
560,C4,C4,C4,C4,C4
561,C4,C4,C4,C4,C4
562,C4,C4,C4,C4,C4
563,C4,C4,C4,C4,C4
564,C4,C4,C4,C4,C4
565,C4,C4,C4,C4,C4
566,C4,C4,C4,C4,C4
567,C4,C4,C4,C4,C4
568,C4,C4,C4,C4,C4
569,C4,C4,C4,C4,C4
570,C4,C4,C4,C4,C4
571,C4,C4,C4,C4,C4
572,C4,C4,C4,C4,C4
573,C4,C4,C4,C4,C4
574,C4,C4,C4,C4,C4
575,C4,C4,C4,C4,C4
576,C4,C4,C4,C4,C4
577,C4,C4,C4,C4,C4
578,C4,C4,C4,C4,C4
579,C4,C4,C4,C4,C4
580,C4,C4,C4,C4,C4
581,C4,C4,C4,C4,C4
582,C4,C4,C4,C4,C4
583,C4,C4,C4,C4,C4
584,C4,C4,C4,C4,C4
585,C4,C4,C1,C1,C4
586,C4,C4,C1,C1,C4
587,C4,C4,C1,C1,C4
588,C4,C4,C1,C1,C4
589,C4,C4,C1,C1,C4
590,C4,C4,C1,C1,C4
591,C4,C4,C1,C1,C4
592,C4,C4,C1,C1,C4
593,C4,C4,C1,C1,C4
594,C4,C4,C1,C1,C4
595,C4,C4,C1,C1,C1
596,C4,C4,C1,C1,C1
597,C4,C4,C1,C1,C1
598,C4,C4,C1,C1,C1
599,C4,C4,C1,C1,C1
600,C4,C4,C1,C1,C1
601,C4,C4,C1,C1,C1
602,C4,C4,C1,C1,C1
603,C1,C1,C1,C1,C1
604,C1,C1,C1,C1,C1
605,C1,C1,C1,C1,C1
606,C1,C1,C1,C1,C1
607,C1,C1,C1,C1,C1
608,C1,C1,C1,C1,C1
609,C1,C1,C1,C1,C1
610,C1,C1,C1,C1,C1
611,C1,C1,C1,C1,C4
612,C1,C1,C1,C1,C4
613,C1,C1,C1,C1,C4
614,C1,C1,C1,C1,C4
615,C1,C1,C1,C1,C4
616,C1,C1,C1,C1,C4
617,C1,C1,C1,C1,C4
618,C1,C1,C1,C1,C4
619,C1,C1,C1,C1,C4
620,C1,C1,C1,C1,C4
621,C4,C4,C1,C1,C4
622,C4,C4,C1,C1,C4
623,C4,C4,C1,C1,C4
624,C4,C1,C1,C1,C4
625,C4,C1,C1,C1,C4
626,C4,C1,C1,C1,C4
627,C4,C1,C1,C1,C4
628,C4,C4,C1,C1,C4
629,C4,C4,C1,C1,C4
630,C4,C4,C1,C1,C4
631,C4,C1,C1,C1,C4
632,C1,C1,C1,C1,C4
633,C1,C4,C1,C1,C4
634,C1,C4,C1,C1,C4
635,C1,C4,C1,C1,C4
636,C1,C4,C1,C1,C4
637,C1,C4,C1,C1,C4
638,C1,C4,C1,C1,C4
639,C1,C4,C1,C1,C4
640,C1,C4,C1,C1,C4
641,C1,C4,C1,C1,C4
642,C1,C4,C1,C1,C4
643,C4,C4,C1,C1,C4
644,C4,C4,C1,C1,C4
645,C4,C4,C1,C1,C4
646,C4,C4,C1,C1,C4
647,C4,C4,C1,C1,C4
648,C4,C1,C1,C1,C4
649,C4,C1,C1,C1,C4
650,C4,C4,C1,C1,C4
651,C4,C4,C1,C1,C4
652,C4,C1,C1,C1,C4
653,C4,C1,C1,C1,C4
654,C1,C1,C1,C1,C4
655,C1,C1,C1,C1,C4
656,C1,C1,C1,C1,C4
657,C1,C1,C1,C1,C4
658,C1,C1,C1,C1,C4
659,C1,C1,C1,C1,C4
660,C1,C1,C1,C1,C4
661,C1,C1,C1,C1,C4
662,C1,C4,C1,C1,C4
663,C1,C4,C1,C1,C4
664,C1,C1,C1,C1,C4
665,C1,C1,C1,C1,C4
666,C1,C1,C1,C1,C4
667,C1,C1,C1,C1,C4
668,C1,C1,C1,C1,C4
669,C1,C1,C1,C1,C4
670,C1,C1,C1,C1,C4
671,C1,C1,C1,C1,C4
672,C1,C1,C1,C1,C4
673,C1,C1,C1,C1,C4
674,C1,C1,C1,C1,C4
675,C1,C1,C1,C1,C4
676,C1,C1,C1,C1,C4
677,C1,C1,C1,C1,C4
678,C1,C1,C1,C1,C4
679,C1,C1,C1,C1,C4
680,C1,C1,C1,C1,C4
681,C1,C1,C1,C1,C4
682,C1,C1,C1,C1,C4
683,C1,C1,C1,C1,C4
684,C1,C1,C1,C1,C4
685,C1,C1,C1,C1,C4
686,C1,C1,C1,C1,C4
687,C1,C1,C1,C1,C4
688,C1,C1,C1,C1,C4
689,C1,C1,C1,C1,C4
690,C1,C1,C1,C1,C4
691,C1,C1,C1,C1,C1
692,C1,C1,C1,C1,C1
693,C1,C1,C1,C1,C1
694,C1,C1,C1,C1,C1
695,C1,C1,C1,C1,C1
696,C1,C1,C1,C1,C1
697,C1,C1,C1,C1,C1
698,C1,C1,C1,C1,C1
699,C1,C1,C1,C1,C1
700,C1,C1,C1,C1,C1
701,C1,C1,C1,C1,C1
702,C1,C1,C1,C1,C1
703,C1,C1,C1,C1,C1
704,C1,C1,C1,C1,C1
705,C1,C1,C1,C1,C1
706,C1,C1,C1,C1,C1
707,C1,C1,C1,C1,C1
708,C1,C1,C1,C1,C1
709,C1,C1,C1,C1,C1
710,C1,C1,C1,C1,C1
711,C1,C1,C1,C1,C1
712,C1,C1,C1,C1,C1
713,C1,C1,C1,C1,C1
714,C1,C1,C1,C1,C1
715,C1,C1,C1,C1,C1
716,C1,C1,C1,C1,C1
717,C1,C1,C1,C1,C1
718,C1,C1,C1,C1,C1
719,C1,C1,C1,C1,C1
720,C1,C1,C1,C1,C1
721,C1,C1,C1,C1,C1
722,C1,C1,C1,C1,C1
723,C1,C1,C1,C1,C1
724,C1,C1,C1,C1,C1
725,C1,C1,C1,C1,C1
726,C1,C1,C1,C1,C1
727,C1,C1,C1,C1,C1
728,C1,C1,C1,C1,C1
729,C1,C1,C1,C1,C1
730,C1,C1,C1,C1,C1
731,C1,C1,C1,C1,C1
732,C1,C1,C1,C1,C1
733,C1,C1,C1,C1,C1
734,C1,C1,C1,C1,C1
735,C1,C1,C1,C1,C1
736,C1,C1,C1,C1,C1
737,C1,C1,C1,C1,C1
738,C1,C1,C1,C1,C1
739,C1,C1,C1,C1,C1
740,C1,C1,C1,C1,C1
741,C1,C1,C1,C1,C1
742,C1,C1,C1,C1,C1
743,C1,C1,C1,C1,C1
744,C1,C1,C1,C1,C1
745,C1,C1,C1,C1,C1
746,C1,C1,C1,C1,C1
747,C1,C1,C1,C1,C1
748,C1,C1,C1,C1,C1
749,C1,C1,C1,C1,C1
750,C1,C1,C1,C1,C1
751,C1,C1,C1,C1,C1
752,C1,C1,C1,C1,C1
753,C1,C1,C1,C1,C1
754,C1,C1,C1,C1,C1
755,C1,C1,C1,C1,C1
756,C1,C1,C1,C1,C1
757,C1,C1,C1,C1,C1
758,C1,C1,C1,C1,C1
759,C1,C1,C1,C1,C1
760,C1,C1,C1,C1,C1
761,C1,C1,C1,C1,C1
762,C1,C1,C1,C1,C1
763,C1,C1,C1,C1,C1
764,C1,C1,C1,C1,C1
765,C1,C1,C1,C1,C1
766,C1,C1,C1,C1,C1
767,C1,C1,C1,C1,C1
768,C1,C1,C1,C1,C1
769,C1,C1,C1,C1,C1
770,C1,C1,C1,C1,C1
771,C1,C1,C1,C1,C1
772,C1,C1,C1,C1,C1
773,C1,C1,C1,C1,C4
774,C1,C1,C1,C1,C4
775,C1,C1,C1,C1,C4
776,C1,C1,C1,C1,C4
777,C1,C1,C1,C1,C4
778,C1,C1,C1,C1,C4
779,C1,C1,C1,C1,C4
780,C1,C1,C1,C1,C4
781,C1,C1,C1,C1,C4
782,C1,C1,C1,C1,C4
783,C1,C1,C1,C1,C4
784,C1,C1,C1,C1,C4
785,C1,C1,C1,C1,C4
786,C1,C1,C1,C1,C4
787,C1,C1,C1,C1,C4
788,C1,C1,C1,C1,C4
789,C1,C1,C1,C1,C4
790,C1,C1,C1,C1,C4
791,C1,C1,C1,C1,C4
792,C1,C1,C1,C1,C4
793,C1,C1,C1,C1,C4
794,C1,C1,C1,C1,C4
795,C1,C1,C1,C1,C4
796,C1,C1,C1,C1,C4
797,C1,C1,C1,C1,C4
798,C1,C1,C1,C1,C4
799,C1,C1,C1,C1,C4
800,C1,C1,C1,C1,C4
801,C1,C1,C1,C1,C4
802,C1,C1,C1,C1,C4
803,C1,C1,C1,C1,C4
804,C1,C1,C1,C1,C4
805,C1,C1,C1,C1,C4
806,C1,C1,C1,C1,C4
807,C1,C1,C1,C1,C4
808,C1,C1,C1,C1,C4
809,C1,C1,C1,C1,C4
810,C1,C1,C1,C1,C4
811,C1,C1,C1,C1,C4
812,C1,C1,C1,C1,C4
813,C1,C1,C1,C1,C4
814,C1,C1,C1,C1,C4
815,C1,C1,C1,C1,C4
816,C1,C1,C1,C1,C4
817,C1,C1,C1,C1,C4
