frame_idx,timestamp_ns,blur,illumination,occlusion,soiled_frac,blur_z,blur_fault,illumination_z,illumination_fault,occlusion_z,occlusion_fault,any_fault
15,1500000000,280.18706859851875,7.409669206144994,0.2695955403645833,0.7304,-0.36791191669525436,False,0.2579212527049727,False,0.14304547508609008,False,False
16,1600000000,1631.7285862985825,7.712199318980572,0.9169197591145832,0.0831,0.5189601004467113,False,0.7491269310145551,False,0.6070830703360626,False,False
17,1700000000,2271.920400972324,7.729098020160273,0.9143733723958334,0.0856,1.5657543122382744,False,1.1152340420998206,False,0.9298945455199179,False,False
18,1800000000,2107.945744059234,7.7539568649757165,0.9146158854166666,0.0854,2.1894014811852545,False,1.404259220228156,False,1.1560544678144382,False,False
19,1900000000,1825.9763718418749,7.719440390683848,0.9056355794270834,0.0944,2.4383320059250364,False,1.5611032335144663,False,1.3072607004597296,False,False
20,2000000000,2322.930342665542,7.418895605817336,0.9229931640625,0.077,2.943256674527072,False,1.2749423404245976,False,1.4268393407688371,False,False
21,2100000000,2930.5125294790664,7.403176899675515,0.92525146484375,0.0747,3.7009892874912045,False,1.053921159433676,False,1.512331281007543,False,False
22,2200000000,4020.561832867669,7.44657088071733,0.9294295247395832,0.0706,4.956721206212604,False,0.9563755851515432,False,1.575481550397213,False,False
23,2300000000,3781.397966264168,7.434371824848813,0.9430476888020832,0.057,5.676593850349907,False,0.8720220785815781,False,1.630462180808427,False,False
24,2400000000,2365.604320121923,7.410656188695498,0.9219392903645832,0.0781,5.238435241309752,False,0.7817305399691549,False,1.652246494069171,False,False
25,2500000000,2481.5930686248116,7.276434423488689,0.8802294921875,0.1198,5.008903158366889,False,0.5416964558748876,False,1.634492422605557,False,False
26,2600000000,3123.4896966496303,7.368190322462784,0.8774820963541666,0.1225,5.275348883345752,False,0.4945560933546445,False,1.6198906816017882,False,False
27,2700000000,3878.660240383053,7.545460319610875,0.8830078125,0.117,5.964351566808495,False,0.6951015930935793,False,1.614041714009646,False,False
28,2800000000,4127.197440569782,7.631970346377201,0.8750187174479167,0.125,6.612030162801367,False,0.949455782797447,False,1.6036260244489402,False,False
29,2900000000,1931.796305615488,7.465882960793953,0.9123307291666668,0.0877,5.604584694479056,False,0.9086924555762866,False,1.625858361515671,False,False
30,3000000000,1750.1178594792657,7.4171789203194605,0.9185139973958334,0.0815,4.77848398139818,False,0.8159931544101615,False,1.646313540015777,False,False
31,3100000000,1979.7404072973225,7.418368631490918,0.9225520833333334,0.0774,4.35300438521078,False,0.75267102452148,False,1.6638273210792947,False,False
32,3200000000,2333.596073440965,7.482696714165986,0.9342203776041668,0.0658,4.29062432005579,False,0.7930943468520062,False,1.6853195652349926,False,False
33,3300000000,1915.1873220898708,7.460847684745908,0.9141780598958332,0.0858,3.9685489826045433,False,0.792605743148145,False,1.6845055499364268,False,False
34,3400000000,257.378320275614,7.305328406619207,0.0,1.0,2.6399897059177846,False,0.5873753776879174,False,0.9605876822367284,False,False
35,3500000000,329.94356444727316,7.36405043002126,0.0,1.0,1.7582831445597893,False,0.5210772514378568,False,0.4538451748469396,False,False
36,3600000000,340.2603063394169,7.348123573174061,0.0,1.0,1.1479533143442964,False,0.4536857797974973,False,0.09912541967408744,False,False
37,3700000000,336.6375121936791,7.327249413252964,0.0,1.0,0.7183118250277521,False,0.37901115881251995,False,-0.149178408946909,False,False
38,3800000000,400.59921303447027,7.023655294873871,0.0580721028645833,0.9419,0.4601229148615294,False,-0.07323011230949217,False,-0.27704124111800005,False,False
39,3900000000,423.06433590829374,7.042232546549862,0.0581461588541666,0.9419,0.29433897634137907,False,-0.3653244651964859,False,-0.36648662645793234,False,False
40,4000000000,449.6038460116916,6.951688293208875,0.0581461588541666,0.9419,0.19594961629447755,False,-0.6890777301537812,False,-0.42909839619588497,False,False
41,4100000000,878.5144319417316,7.162801901566235,0.0003914388020833,0.9996,0.41247427956138444,False,-0.6375741118919244,False,-0.5186253521053523,False,False
42,4200000000,451.34202799457705,7.221430996347923,0.0003914388020833,0.9996,0.27980091529143614,False,-0.5242808780306758,False,-0.5812942212419796,False,False
43,4300000000,550.7574430212418,7.175384726287613,0.0003906249999999,0.9996,0.25308060328723514,False,-0.5056391158661854,False,-0.6251630735626718,False,False
44,4400000000,518.9186660448704,7.201843761595958,0.0003906249999999,0.9996,0.2131908544131768,False,-0.457731516471898,False,-0.6558712701871563,False,False
45,4500000000,413.64705040928453,7.062126418322513,0.1126936848958333,0.8873,0.11522026981008007,False,-0.6082663345532224,False,-0.5885066383476775,False,False
46,4600000000,471.30376999309266,7.118592023489558,0.1122403971354166,0.8878,0.08500565677697342,False,-0.6392502881505719,False,-0.5417100623146147,False,False
47,4700000000,469.08526358682246,7.149985329371113,0.1121183268229166,0.8879,0.0623792329147456,False,-0.6195800518417796,False,-0.5090490478494346,False,False
48,4800000000,457.5338330810063,7.068224703049757,0.1126936848958333,0.8873,0.038854411351798804,False,-0.7135261448847443,False,-0.4857310827112723,False,False
49,4900000000,490.01335004424783,7.519566307102378,0.5602262369791666,0.4398,0.043998915282567934,False,-0.18466995219139556,False,-0.11529609051766934,False,False
50,5000000000,782.5925694239908,7.496535013750701,0.5601912434895833,0.4398,0.2422823566152739,False,0.15518688377187428,False,0.14398071524056963,False,False
51,5100000000,757.7882110100826,7.477504820198169,0.56015625,0.4398,0.36457593901590657,False,0.3680154053163895,False,0.3254467904940541,False,False
52,5200000000,707.687682755438,7.425455450744286,0.5600374348958334,0.44,0.41684454218065253,False,0.4484231060251713,False,0.45237903011374175,False,False
53,5300000000,253.91265781656637,7.199928331741643,0.3700333658854167,0.63,0.15149054492050515,False,0.2075885623193859,False,0.3908899082267146,False,False
54,5400000000,304.56790260439715,7.021342633005748,0.3700333658854167,0.63,-0.0005512401206153299,False,-0.19627273834994527,False,0.34784752290579557,False,False
55,5500000000,349.499032150109,7.029725636434273,0.3700333658854167,0.63,-0.07708330437752675,False,-0.46793148952573504,False,0.31771785318115225,False,False
56,5600000000,395.8354154215594,6.959261941396365,0.3700333658854167,0.63,-0.0998235078913304,False,-0.7509247701950658,False,0.2966270843739019,False,False
57,5700000000,301.2700516967667,6.988468881650726,0.2965470377604167,0.7035,-0.17866546793954927,False,-0.9105414827797922,False,0.22371711391460067,False,False
58,5800000000,259.24004161782796,6.994204122762673,0.2972184244791667,0.7028,-0.2618216195983351,False,-1.014717307735216,False,0.17321137276189094,False,False
59,5900000000,317.34213500732784,6.986588379633946,0.2960693359374999,0.7039,-0.2813697777244183,False,-1.0976737200300597,False,0.136948131780028,False,False
60,6000000000,322.89397025969225,7.006988252223521,0.2960693359374999,0.7039,-0.29135929579350395,False,-1.1288674660279867,False,0.11156386309272392,False,False
61,6100000000,518.6308365522782,7.409010777614884,0.0,1.0,-0.16810859676248346,False,-0.621059882477174,False,-0.14047149855386354,False,False
62,6200000000,541.1131933537695,7.41691519524344,0.0,1.0,-0.06687334138461656,False,-0.25518092592973796,False,-0.3168962517064747,False,False
63,6300000000,574.5783526277515,7.36601063503605,0.0,1.0,0.02625906305433776,False,-0.06612969567929221,False,-0.44039357891330255,False,False
64,6400000000,266.05180984538396,7.604181096161016,0.0156852213541666,0.9843,-0.11384189555444534,False,0.37998302768111725,False,-0.5144306964847829,False,False
65,6500000000,232.84056264867783,7.352051389550035,0.0166512044270833,0.9833,-0.23401133909286065,False,0.3600945114640108,False,-0.5654923397467987,False,False
66,6600000000,169.23266760393713,7.367530340454962,0.0177115885416666,0.9823,-0.3604546594565063,False,0.36656524122043194,False,-0.6003964556860306,False,False
67,6700000000,175.24225883304806,7.384486159564194,0.0188435872395833,0.9812,-0.44496620014604316,False,0.3934331381400524,False,-0.6239336370946417,False,False
68,6800000000,447.6899830568625,7.37979984543145,0.51880126953125,0.4812,-0.32283749215404234,False,0.40606669740329826,False,-0.24481559556358035,False,False
69,6900000000,606.6384522986704,7.1086662660454625,0.51960205078125,0.4804,-0.13158304383469563,False,0.05770617890704347,False,0.02120065576040536,False,False
70,7000000000,502.2918944667815,7.512180088788204,0.52071533203125,0.4793,-0.06713715669951842,False,0.34546172632138805,False,0.20829292115982548,False,False
71,7100000000,411.05238109906514,6.75697989016502,0.5372542317708333,0.4627,-0.08273583160186672,False,-0.44804531800147995,False,0.35234399579341236,False,False
72,7200000000,355.8535545673132,6.6757115109005785,0.5372542317708333,0.4627,-0.13038421754722462,False,-1.110566998279343,False,0.45317974803692307,False,False
73,7300000000,430.2051944386952,6.70134629577608,0.5372452799479166,0.4628,-0.11426448722357581,False,-1.5405597145179288,False,0.5237576914317965,False,False
74,7400000000,470.53779614558744,6.781229904088082,0.5372452799479166,0.4628,-0.07614335234369958,False,-1.7363122284042671,False,0.573162251808208,False,False
75,7500000000,424.36589901526173,7.2064224259329155,0.2281697591145833,0.7718,-0.08018135027278624,False,-1.3131705495245987,False,0.363187860307702,False,False
76,7600000000,452.7395320278479,7.201920753400522,0.2281697591145833,0.7718,-0.06412812604570291,False,-1.0229020874423045,False,0.21620578625734765,False,False
77,7700000000,648.7934463049035,7.231124374497321,0.2281697591145833,0.7718,0.07756345640386436,False,-0.7812399529137095,False,0.11331833442209965,False,False
78,7800000000,545.0601111173623,7.262035979452682,0.2281697591145833,0.7718,0.10772337593704717,False,-0.571352070160053,False,0.041297118137425995,False,False
79,7900000000,2065.0796808718515,6.490799693694603,0.3876782226562499,0.6123,1.1402567361938152,False,-1.4404931680809183,False,0.11709415284443866,False,False
80,8000000000,1279.62988276564,6.353902720324033,0.3879410807291666,0.6121,1.3403915886704512,False,-2.22924638756777,False,0.17036006493149636,False,False
81,8100000000,1411.4371355632777,6.79876205370147,0.3879410807291666,0.6121,1.5681905656563786,False,-2.1952952287908056,False,0.20764620339243678,False,False
82,8200000000,1296.6496805593467,6.768967920529244,0.3887060546874999,0.6113,1.651270247167561,False,-2.2107815968388795,False,0.23435178986500171,False,False
83,8300000000,787.5226365786128,7.683795200825915,0.3668229166666666,0.6332,1.370652756900182,False,-1.0163859723111792,False,0.23573055571814788,False,False
84,8400000000,1134.94498667052,7.685761915312671,0.3672713216145833,0.6327,1.4053954357171425,False,-0.17771799384491788,False,0.23705049451960397,False,False
85,8500000000,1133.5785583763911,6.99115905238998,0.36700927734375,0.633,1.4288060891471324,False,-0.5057525830639309,False,0.23776710781352767,False,False
86,8600000000,991.10492036546,7.1507485449002495,0.2993107096354166,0.7007,1.350391550804017,False,-0.525126162583754,False,0.18470189980263987,False,False
87,8700000000,1044.347692842716,7.192140612429159,0.2990983072916666,0.7009,1.3309291286015474,False,-0.48415582997000045,False,0.1473881897561613,False,False
88,8800000000,715.4315391252935,7.2043821357005715,0.2995638020833333,0.7004,1.0984445389307929,False,-0.4393490440327121,False,0.12163691785399512,False,False
89,8900000000,1087.2289266864927,7.14791706196184,0.2995638020833333,0.7004,1.1830994044295762,False,-0.4823740128077633,False,0.10361102752247889,False,False
90,9000000000,1465.183999433295,7.626036405534258,0.3379451497395833,0.6621,1.4938492138691724,False,0.1174052085293106,False,0.12136234156940504,False,False
91,9100000000,724.5069135347896,7.683299825179967,0.33794189453125,0.6621,1.218527355107799,False,0.6126921604903335,False,0.133785685702041,False,False
92,9200000000,1018.55512011129,7.226235609771722,0.33883056640625,0.6612,1.2214618070183394,False,0.3572353342151608,False,0.14318519275286284,False,False
93,9300000000,1229.191265104463,7.528058609596087,0.3389786783854166,0.661,1.3636732689529862,False,0.5760512381521454,False,0.14988204204810088,False,False
94,9400000000,1462.1007222152712,7.3042092968435215,0.3390022786458333,0.661,1.6181993055737163,False,0.434312856831323,False,0.1545885103813073,False,False
95,9500000000,137.37986237727205,7.122340763385504,0.0007812499999999,0.9992,0.91489792693759,False,0.09549391041662633,False,-0.10973607740088667,False,False
96,9600000000,60.31116046879027,7.117021806095824,0.0007812499999999,0.9992,0.3713054276215809,False,-0.14868679422483838,False,-0.29476328884842246,False,False
97,9700000000,84.55423906882538,7.116757699397622,0.0007812499999999,0.9992,0.006922028898676478,False,-0.3199612339431784,False,-0.42428233686169753,False,False
98,9800000000,80.59395340007147,7.115651015089819,0.0007812499999999,0.9992,-0.2507815253201438,False,-0.44131133921510407,False,-0.51494567047099,False,False
99,9900000000,146.65987526431613,7.161452255161716,0.0007812499999999,0.9992,-0.3872137317023219,False,-0.4659157252901005,False,-0.5784100039974948,False,False
100,10000000000,144.77063072645402,7.125362313627722,0.0007812499999999,0.9992,-0.48397337997612566,False,-0.530685366000966,False,-0.6228350374660482,False,False
101,10100000000,187.64902809136444,7.149455239627098,0.0007812499999999,0.9992,-0.523173837022277,False,-0.544282971263453,False,-0.6539325608940355,False,False
102,10200000000,177.97103657769097,7.148782559281698,0.0007812499999999,0.9992,-0.5570538950219186,False,-0.554687515375356,False,-0.6757008272936266,False,False
103,10300000000,176.93678714595833,7.179651473178707,0.0007812499999999,0.9992,-0.5814581254622186,False,-0.5213025508593544,False,-0.6909386137733404,False,False
104,10400000000,427.8101935050858,7.067589272004364,0.2158691406249999,0.7841,-0.4316098570074658,False,-0.6455690406618778,False,-0.5314156727768706,False,False
105,10500000000,356.80372281058567,7.064430310541175,0.2158691406249999,0.7841,-0.373963793135237,False,-0.7367173465357423,False,-0.4197496140793418,False,False
106,10600000000,260.61296205355063,7.040298059093911,0.2158691406249999,0.7841,-0.397616905620731,False,-0.8323141130598428,False,-0.3415833729910716,False,False
107,10700000000,309.7587072834862,7.026153678351743,0.2158691406249999,0.7841,-0.3814724927175537,False,-0.9178663158231731,False,-0.2868670042292826,False,False
108,10800000000,100.57465066898595,7.237659375624189,0.0013134765625,0.9987,-0.509362529298207,False,-0.6991053978208245,False,-0.41833381064357716,False,False
109,10900000000,85.66892488585512,7.231376303983154,0.0010473632812499,0.999,-0.6088038287129517,False,-0.5542503665362845,False,-0.5105711386259446,False,False
110,11000000000,91.17787492195168,7.24541837072152,0.0017626953124999,0.9982,-0.6747470815181457,False,-0.43435217167621304,False,-0.5745712580919339,False,False
111,11100000000,86.73478669706715,7.231100503449154,0.00149658203125,0.9985,-0.7238637905408398,False,-0.3692864607084858,False,-0.6195819052104874,False,False
112,11200000000,519.845383220352,6.62950714043041,0.4537923177083333,0.5462,-0.47005358341716874,False,-1.1163075885586988,False,-0.2932080482608369,False,False
113,11300000000,432.0642366135677,6.524826229976734,0.4537923177083333,0.5462,-0.3507960361864367,False,-1.7771338867173834,False,-0.06474634839608157,False,False
114,11400000000,381.6020362344258,6.7500487313531465,0.4534440104166667,0.5466,-0.3008933143662166,False,-1.942993678679888,False,0.09490124158652377,False,False
115,11500000000,353.9607771615658,6.787195090773693,0.4534440104166667,0.5466,-0.2843539100597574,False,-2.010157188451527,False,0.20665455457434753,False,False
116,11600000000,20.713610385570924,6.226392454733194,0.0007812499999999,0.9992,-0.4945190783885415,False,-2.7959991666004127,True,-0.07328984646575849,False,True
117,11700000000,21.962967078312236,6.234700410586605,0.0007812499999999,0.9992,-0.6408033739507838,False,-3.335143263183925,True,-0.26925092719383276,False,True
118,11800000000,20.317372207889953,6.166264007805311,0.0007812499999999,0.9992,-0.7442973600986232,False,-3.802705436365381,True,-0.4064236837034847,False,True
119,11900000000,22.617577504433523,6.3035811070303716,0.0007812499999999,0.9992,-0.815212593200246,False,-3.9490910132751895,True,-0.502444613260241,False,True
120,12000000000,287.33260904073717,7.456281963482496,0.0007812499999999,0.9992,-0.6887118056197647,False,-2.5329391028567323,True,-0.5696592639499706,False,True
121,12100000000,316.3406739941431,7.433975752231483,0.0007812499999999,0.9992,-0.5808592803577506,False,-1.5710200075438683,True,-0.6167095194327812,False,True
122,12200000000,377.39127437963486,7.402593902514454,0.0007812499999999,0.9992,-0.4647394273181809,False,-0.939020551766897,True,-0.6496446982707487,False,True
123,12300000000,297.8337914321794,7.444564289896795,0.0007812499999999,0.9992,-0.43639310001106874,False,-0.441327188925734,True,-0.6726993234573259,False,True
124,12400000000,1433.506549479164,6.273195469326143,0.2151220703124999,0.7849,0.33912627733211187,False,-1.6361576948888783,True,-0.5192392927543991,False,True
125,12500000000,1185.2202172851398,6.235210288770329,0.2151220703124999,0.7849,0.7167800515309019,False,-2.522582495710663,True,-0.4118172712623504,False,True
126,12600000000,1062.3555200195149,6.201007507259071,0.2151220703124999,0.7849,0.8993834919918609,False,-3.188140194204872,True,-0.3366218562179163,False,True
127,12700000000,1252.0819889322493,6.310880322222273,0.2151220703124999,0.7849,1.1534499420159854,False,-3.5092790175882493,True,-0.2839850656868124,False,True
128,12800000000,772.6730220587386,7.349797458683401,0.9528727213541668,0.0471,1.012297605934939,False,-2.3653583537620797,True,0.3366096567155914,False,True
129,12900000000,1000.1225365063876,7.461862077203336,0.95287109375,0.0471,1.0648359366782407,False,-1.416974739396323,True,0.7710246745471676,False,True
130,13000000000,645.9776423045787,7.348336839643451,0.95287109375,0.0471,0.8659646635973225,False,-0.9026696466032683,True,1.075115187029271,False,True
131,13100000000,597.3346602833112,7.430398249275306,0.95287109375,0.0471,0.6943877195673115,False,-0.4345445572418389,True,1.2879785457667434,False,True
132,13200000000,1052.790874188611,7.661515853628995,0.9693961588541666,0.0306,0.8773445417967717,False,0.19762810538319453,True,1.4500584390110642,False,True
133,13300000000,922.0024348407084,7.677276150911503,0.96951416015625,0.0305,0.9183876558392319,False,0.6609123191552638,True,1.5636077334147875,False,True
134,13400000000,937.286514707374,7.664361466898286,0.9693277994791668,0.0307,0.9572878663827136,False,0.9681968623632811,True,1.6429447806602357,False,True
135,13500000000,718.6943829198176,7.399317056132675,0.9593172200520832,0.0407,0.8390667524861033,False,0.8341141870718406,False,1.6905597916539619,False,False
136,13600000000,494.9615234580967,7.084003604944628,0.9593172200520832,0.0407,0.6074400699515865,False,0.3248476828724733,False,1.7238902993495702,False,False
137,13700000000,492.9578595906093,7.030516776090288,0.9593172200520832,0.0407,0.4439681537194896,False,-0.10210491042688875,False,1.747221654736496,False,False
138,13800000000,578.2400796112458,7.068906513288315,0.9593172200520832,0.0407,0.3862846237132682,False,-0.3503952973195427,False,1.7635536035073442,False,False
139,13900000000,1093.4436595767595,7.662402743745349,0.9649397786458334,0.0351,0.6887227486569485,False,0.2577010176895528,False,1.7794348458387526,False,False
140,14000000000,908.851308261776,7.525153270265173,0.96547119140625,0.0345,0.77760163759935,False,0.5025495871857995,False,1.790972198530407,False,False
141,14100000000,970.3087657339706,7.550809056356893,0.9659261067708332,0.0341,0.8807106680263757,False,0.7077437137698114,False,1.7994082995192437,False,False
142,14200000000,94.01610107235842,7.290838521435084,0.0007812499999999,0.9992,0.369801622617175,False,0.508882307277254,False,1.0416377749956687,False,False
143,14300000000,103.69793730328878,7.29405255566555,0.0007812499999999,0.9992,0.018607587173931857,False,0.3739136411740854,False,0.5111984078291661,False,False
144,14400000000,83.98918610725137,7.307943276816712,0.0007812499999999,0.9992,-0.24034244580209796,False,0.2977358581347745,False,0.1398908508126145,False,False
145,14500000000,77.47297909180257,7.304195461813778,0.0007812499999999,0.9992,-0.42594335472617106,False,0.2394738639063849,False,-0.12002443909897163,False,False
146,14600000000,297.11763343488906,7.115065816187652,0.1429939778645833,0.857,-0.4097123809141015,False,-0.05047773901937496,False,-0.18943859508416624,False,False
147,14700000000,228.7135549849345,7.108048939591598,0.1429939778645833,0.857,-0.4438667908161839,False,-0.2626882212212639,False,-0.23802850427380245,False,False
148,14800000000,414.0273825803969,7.392317770984047,0.1429939778645833,0.857,-0.344467008725012,False,-0.036726555798753766,False,-0.27204144070654784,False,False
149,14900000000,222.95940754054385,7.298097941766676,0.1429939778645833,0.857,-0.40202384148812464,False,-0.0026829828492312157,False,-0.29585049620946957,False,False
150,15000000000,340.5413102612489,7.247071583720244,0.2142513020833333,0.7857,-0.36407459580665724,False,-0.04607698326521692,False,-0.25613411348770837,False,False
151,15100000000,402.846923296441,7.364250677374831,0.2142513020833333,0.7857,-0.2960519527303342,False,0.0779244139640641,False,-0.22833264558247546,False,False
152,15200000000,283.758090482688,7.25296352184797,0.2142513020833333,0.7857,-0.3276778428679367,False,0.01811050830729779,False,-0.20887161804881246,False,False
153,15300000000,51.298626293775776,7.355541880486507,0.0007812499999999,0.9992,-0.5044945538236079,False,0.1113822832889668,False,-0.36415816730197054,False,False
154,15400000000,35.83997395816379,7.320725466593409,0.0007812499999999,0.9992,-0.6385524427725245,False,0.13080375996733384,False,-0.4728587517791812,False,False
155,15500000000,40.32904694758455,7.472923445004677,0.0007812499999999,0.9992,-0.7294059347034395,False,0.3449115015205475,False,-0.5489491609132285,False,False
156,15600000000,37.777896167113376,7.4312588607061585,0.0007812499999999,0.9992,-0.7947009154471405,False,0.4398960560409416,False,-0.6022124473070618,False,False
157,15700000000,146.15297110171846,7.223823699389268,0.0,1.0,-0.7682945989526949,False,0.23310049798842286,False,-0.6401149158337135,False,False
158,15800000000,59.465011090585925,6.3471057863043105,0.0,1.0,-0.8074923685176872,False,-1.066685418875593,False,-0.6666466438023697,False,False
159,15900000000,263.9837899118953,7.330690634111819,0.0003898111979167,0.9996,-0.6988439586558339,False,-0.6807150555678343,False,-0.6849104132799978,False,False
160,16000000000,181.9368952529106,6.918007003500016,0.0003898111979167,0.9996,-0.6773840967726712,False,-0.9542244437351632,False,-0.6976950519143376,False,False
161,16100000000,147.6318403155797,6.738249862259463,0.0001936848958333,0.9998,-0.6851887859214842,False,-1.382501448462373,False,-0.7067994848961705,False,False
162,16200000000,148.9640583548804,7.085796897223942,0.0001936848958333,0.9998,-0.6897656100962206,False,-1.224420695200676,False,-0.7131725879834537,False,False
163,16300000000,83.55518636067642,4.4046785160214785,0.0,1.0,-0.7364924674353195,False,-4.645994440415852,False,-0.7177870143071878,False,False
164,16400000000,58.54108478101029,4.411806409648825,0.0,1.0,-0.7858456572619327,False,-7.03170544290315,False,-0.7210171127338016,False,False
165,16500000000,1253.8495849650694,7.610538553291163,0.91302490234375,0.087,-0.025034303602247347,False,-4.4875443851494,False,-0.0008425664419608004,False,False
166,16600000000,1201.7726880381665,7.606831984163897,0.9137711588541668,0.0862,0.47288166321589614,False,-2.7115148515843366,False,0.5038700952360133,False,False
167,16700000000,886.5897121961805,7.596596639813468,0.91051513671875,0.0895,0.6117000059854748,False,-1.481778697615236,False,0.854592614273173,False,False
168,16800000000,1011.6672550056352,7.566085806083845,0.9163623046875,0.0836,0.7920994754020882,False,-0.6611597837352238,False,1.1047249791056526,False,False
169,16900000000,1263.4153079302444,7.609465016454101,0.9130965169270834,0.0869,1.0858923238085672,False,-0.02957675117859458,False,1.2772335632503293,False,False
170,17000000000,1106.970961751715,7.406118123304427,0.8808072916666667,0.1192,1.1874492091049798,False,0.14463270035594222,False,1.3724405578200634,False,False
171,17100000000,980.9142902421288,7.374955094806389,0.877607421875,0.1224,1.1746608868431356,False,0.22552369075717632,False,1.4365535407101189,False,False
172,17200000000,854.5738622103524,7.373377145298491,0.8782112630208333,0.1218,1.0816421076269322,False,0.28006851983743014,False,1.4819104211225518,False,False
173,17300000000,1358.239598782777,7.441892961421201,0.8795369466145834,0.1205,1.351668274132576,False,0.40851582860256846,False,1.5147091913227424,False,False
174,17400000000,2316.3394378701837,7.4895291854647805,0.9001432291666667,0.0999,2.1782064725093404,False,0.5611871257323171,False,1.5539731567322235,False,False
175,17500000000,2451.8419884424743,7.518285398784167,0.8888688151041667,0.1111,2.846946643724572,False,0.7059418089427999,False,1.572536994833321,False,False
176,17600000000,1206.208770403464,7.235130467117926,0.8829215494791667,0.1171,2.486220096702939,False,0.434228587623776,False,1.580825877216091,False,False
177,17700000000,1159.7516865138946,7.229226742618548,0.8860709635416667,0.1139,2.2027989580991085,False,0.23625149098209125,False,1.589120084839497,False,False
178,17800000000,2321.4662892206347,7.487971584415556,0.8975496419270833,0.1025,2.7774093595063514,False,0.43855003320489583,False,1.6040085930497465,False,False
179,17900000000,1615.8511203143537,7.537126857001027,0.88227294921875,0.1177,2.7101201237973,False,0.6449184590787147,False,1.6023427877002747,False,False
180,18000000000,1823.557446611182,7.569455001679923,0.8781754557291667,0.1218,2.80122550227658,False,0.8319669612044127,False,1.597934561313325,False,False
181,18100000000,1438.4903940569454,7.493077170563512,0.8801041666666667,0.1199,2.6087755504102184,False,0.8622771994283235,False,1.5963749052182887,False,False
182,18200000000,1390.537449968455,7.522167886873738,0.88287353515625,0.1171,2.4421526826501245,False,0.9218198312298236,False,1.597474422907436,False,False
183,18300000000,704.9776008923187,7.460121959513613,0.6274487304687499,0.3726,1.8693449735488634,False,0.8817574779790218,False,1.3961379045760016,False,False
184,18400000000,897.7265892446829,7.4911158090749534,0.6274487304687499,0.3726,1.5966348040997504,False,0.8945465721629129,False,1.2552023417439977,False,False
185,18500000000,820.984307934377,7.53190752308105,0.6274487304687499,0.3726,1.3546733515654734,False,0.957239842666993,False,1.156547447761595,False,False
186,18600000000,965.2366113273594,7.527463500140987,0.6274487304687499,0.3726,1.2812858549428645,False,0.9952703691452881,False,1.087489021973913,False,False
187,18700000000,706.8678603219184,7.418950773287018,0.6697257486979167,0.3303,1.0579959732692865,False,0.8789320155610612,False,1.0726000304306758,False,False
188,18800000000,826.6816739884212,7.516078588961717,0.6695166015625,0.3305,0.981417198836565,False,0.9254558777444313,False,1.0620122476117648,False,False
189,18900000000,829.684427156406,7.426478895427778,0.6693790690104167,0.3306,0.9298100894716886,False,0.8399797704345698,False,1.0544919763045546,False,False
190,19000000000,476.4782820513718,6.882469875523859,0.7118277994791666,0.2882,0.658661652207907,False,0.06344366634561138,False,1.0828155610838497,False,False
