frame_idx,joint_fixed,joint_model_derived,decoupled_fixed,decoupled_model_derived,memoryless
142,C1,C1,C1,C1,C1
143,C1,C1,C1,C1,C1
144,C1,C1,C1,C1,C1
145,C1,C1,C1,C1,C1
146,C1,C1,C1,C1,C1
147,C1,C1,C1,C1,C1
148,C1,C1,C1,C1,C1
149,C1,C1,C1,C1,C1
150,C1,C1,C1,C1,C1
151,C1,C1,C1,C1,C1
152,C1,C1,C1,C1,C1
153,C1,C1,C1,C1,C1
154,C1,C1,C1,C1,C1
155,C1,C1,C1,C1,C1
156,C1,C1,C1,C1,C1
157,C1,C1,C1,C1,C1
158,C1,C1,C1,C1,C1
159,C1,C1,C1,C1,C1
160,C1,C1,C1,C1,C1
161,C1,C1,C1,C1,C1
162,C1,C1,C1,C1,C1
163,C1,C1,C1,C1,C1
164,C1,C1,C1,C1,C1
165,C1,C1,C1,C1,C1
166,C1,C1,C1,C1,C1
167,C1,C1,C1,C1,C1
168,C1,C1,C1,C1,C1
169,C1,C1,C1,C1,C1
170,ABSTAIN,ABSTAIN,C1,C1,C1
171,ABSTAIN,ABSTAIN,C1,C1,C1
172,ABSTAIN,ABSTAIN,C1,C1,C1
173,ABSTAIN,ABSTAIN,C1,C1,C1
174,ABSTAIN,ABSTAIN,C1,C1,C1
175,ABSTAIN,ABSTAIN,C1,C1,C1
176,ABSTAIN,ABSTAIN,C1,C1,C1
177,ABSTAIN,ABSTAIN,C1,C1,C1
178,ABSTAIN,ABSTAIN,C1,C1,C4
179,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
180,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
181,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
182,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
183,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
184,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
185,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
186,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
187,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
188,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
189,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
190,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
191,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
192,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
193,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
194,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
195,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
196,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
197,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
198,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
199,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
200,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
201,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
202,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
203,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
204,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
205,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
206,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
207,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
208,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
209,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
210,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
211,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
212,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
213,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
214,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
215,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
216,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
217,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
218,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
219,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
220,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
221,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
222,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
223,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
224,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
225,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
226,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
227,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
228,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
229,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
230,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
231,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
232,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
233,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
234,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
235,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
236,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
237,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
238,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
239,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
240,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
241,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
242,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
243,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
244,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
245,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
246,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
247,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
248,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
249,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
250,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
251,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
252,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
253,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
254,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
255,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
256,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
257,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
258,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
259,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
260,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
261,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
262,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
263,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
264,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
265,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
266,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
267,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
268,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
269,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
270,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
271,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
272,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
273,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
274,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
275,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
276,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
277,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
278,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
279,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
280,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
281,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
282,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
283,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
284,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
285,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
286,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
287,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
288,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
289,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
290,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
291,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
292,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
293,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
294,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
295,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
296,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
297,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
298,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
299,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
300,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
301,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
302,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
303,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
304,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
305,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
306,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
307,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
308,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
309,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
310,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
311,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
312,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
313,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
314,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
315,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
316,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
317,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
318,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
319,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
320,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
321,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
322,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
323,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
324,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
325,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
326,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
327,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
328,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
329,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
330,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
331,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
332,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
333,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
334,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
335,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
336,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
337,C1,C1,C1,C1,C1
338,C1,C1,C1,C1,C1
339,C1,C1,C1,C1,C1
340,C1,C1,C1,C1,C1
341,C1,C1,C1,C1,C1
342,C1,C1,C1,C1,C1
343,C1,C1,C1,C1,C1
344,C1,C1,C1,C1,C1
345,C1,C1,C1,C1,C1
346,C1,C1,C1,C1,C1
347,C1,C1,C1,C1,C1
348,C1,C1,C1,C1,C1
349,C1,C1,C1,C1,C1
350,C1,C1,C1,C1,C1
351,C1,C1,C1,C1,C1
352,C1,C1,C1,C1,C1
353,C1,C1,C1,C1,C1
354,C1,C1,C1,C1,C1
355,C1,C1,C1,C1,C1
356,C1,C1,C1,C1,C1
357,C1,C1,C1,C1,C1
358,C1,C1,C1,C1,C1
359,C1,C1,C1,C1,C1
360,C1,C1,C1,C1,C1
361,C1,C1,C1,C1,C1
362,C1,C1,C1,C1,C1
363,C1,C1,C1,C1,C1
364,C1,C1,C1,C1,C1
365,C1,C1,C1,C1,C1
366,C1,C1,C1,C1,C1
367,C1,C1,C1,C1,C1
368,C1,C1,C1,C1,C1
369,C1,C1,C1,C1,C1
370,C1,C1,C1,C1,C1
371,C1,C1,C1,C1,C1
372,C1,C1,C1,C1,C1
373,C1,C1,C1,C1,C1
374,C1,C1,C1,C1,C1
375,C1,C1,C1,C1,C1
376,C1,C1,C1,C1,C1
377,C1,C1,C1,C1,C1
378,C1,C1,C1,C1,C1
379,C1,C1,C1,C1,C1
380,C1,C1,C1,C1,C1
381,C1,C1,C1,C1,C1
382,C1,C1,C1,C1,C1
383,C1,C1,C1,C1,C1
384,C1,C1,C1,C1,C1
385,C1,C1,C1,C1,C1
386,C1,C1,C1,C1,C1
387,C1,C1,C1,C1,C1
388,C1,C1,C1,C1,C1
389,C1,C1,C1,C1,C1
390,C1,C1,C1,C1,C1
391,C1,C1,C1,C1,C1
392,C1,C1,C1,C1,C1
393,C1,C1,C1,C1,C1
394,C1,C1,C1,C1,C1
395,C1,C1,C1,C1,C1
396,ABSTAIN,ABSTAIN,C1,C1,C1
397,ABSTAIN,ABSTAIN,C1,C1,C1
398,ABSTAIN,ABSTAIN,C1,C1,C1
399,ABSTAIN,ABSTAIN,C1,C1,C1
400,ABSTAIN,ABSTAIN,C1,C1,C1
401,ABSTAIN,ABSTAIN,C1,C1,C4
402,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
403,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
404,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
405,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
406,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
407,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
408,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
409,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
410,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
411,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
412,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
413,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
414,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
415,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
416,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
417,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
418,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
419,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
420,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
421,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
422,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
423,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
424,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
425,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
426,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
427,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
428,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
429,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
430,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
431,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
432,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
433,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
434,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
435,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
436,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
437,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
438,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
439,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
440,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
441,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
442,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
443,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
444,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
445,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
446,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
447,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
448,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
449,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
450,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
451,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
452,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
453,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
454,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
455,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
456,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
457,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C1
458,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C1
459,C1,C1,C1,C1,C1
460,C1,C1,C1,C1,C1
461,C1,C1,C1,C1,C1
462,C1,C1,C1,C1,C1
463,C1,C1,C1,C1,C1
464,C1,C1,C1,C1,C1
465,C1,C1,C1,C1,C1
466,C1,C1,C1,C1,C1
467,C1,C1,C1,C1,C1
468,C1,C1,C1,C1,C1
469,C1,C1,C1,C1,C1
470,C1,C1,C1,C1,C1
471,C1,C1,C1,C1,C1
472,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
473,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
474,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
475,ABSTAIN,C1,ABSTAIN,C1,C1
476,ABSTAIN,C1,ABSTAIN,C1,C1
477,ABSTAIN,C1,ABSTAIN,C1,C1
478,ABSTAIN,C1,ABSTAIN,C1,C1
479,ABSTAIN,C1,ABSTAIN,C1,C1
480,ABSTAIN,C1,ABSTAIN,C1,C1
481,ABSTAIN,C1,ABSTAIN,C1,C1
482,ABSTAIN,C1,ABSTAIN,C1,C1
483,C1,C1,C1,C1,C1
484,C1,C1,C1,C1,C1
485,C1,C1,C1,C1,C1
486,C1,C1,C1,C1,C1
487,C1,C1,C1,C1,C1
488,C1,C1,C1,C1,C1
489,C1,C1,C1,C1,C1
490,C1,C1,C1,C1,C1
491,C1,C1,C1,C1,C1
492,C1,C1,C1,C1,C1
493,C1,C1,C1,C1,C1
494,C1,C1,C1,C1,C1
495,C1,C1,C1,C1,C1
496,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C1
497,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C1
498,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C1
499,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C1
500,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C1
501,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C1
502,ABSTAIN,C1,ABSTAIN,C1,C1
503,ABSTAIN,C1,ABSTAIN,C1,C1
504,ABSTAIN,C1,ABSTAIN,C1,C1
505,ABSTAIN,C1,ABSTAIN,C1,C1
506,ABSTAIN,C1,ABSTAIN,C1,C1
507,C1,C1,C1,C1,C1
508,C1,C1,C1,C1,C1
509,C1,C1,C1,C1,C1
510,C1,C1,C1,C1,C1
511,C1,C1,C1,C1,C1
512,C1,C1,C1,C1,C1
513,C1,C1,C1,C1,C1
514,C1,ABSTAIN,C1,C1,C1
515,C1,ABSTAIN,C1,C1,C1
516,C1,ABSTAIN,C1,C1,C1
517,C1,ABSTAIN,C1,C1,C1
518,ABSTAIN,ABSTAIN,C1,C1,C1
519,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,C4
