frame_idx,config,f1
39,C2,1.0
40,C2,1.0
41,C2,1.0
42,C2,1.0
43,C2,1.0
44,C2,1.0
45,C2,1.0
46,C2,1.0
47,C2,1.0
48,C2,0.6666666666666666
49,C2,0.6666666666666666
50,C2,1.0
51,C2,1.0
52,C2,1.0
53,C2,1.0
54,C2,1.0
55,C2,0.6666666666666666
56,C2,1.0
57,C2,1.0
58,C2,1.0
59,C2,1.0
60,C2,1.0
61,C2,0.6666666666666666
62,C2,1.0
63,C2,1.0
64,C2,0.6666666666666666
65,C2,0.5
66,C2,0.5
67,C2,0.5
68,C2,0.5
69,C2,0.6666666666666666
70,C2,0.6666666666666666
71,C2,1.0
72,C2,0.6666666666666666
73,C2,1.0
74,C2,1.0
75,C2,1.0
76,C2,0.6666666666666666
77,C2,0.6666666666666666
78,C2,0.6666666666666666
79,C2,0.6666666666666666
80,C2,0.6666666666666666
81,C2,0.6666666666666666
82,C2,0.6666666666666666
83,C2,0.6666666666666666
84,C2,0.6666666666666666
85,C2,0.6666666666666666
86,C2,0.6666666666666666
87,C2,0.8
88,C2,1.0
89,C2,1.0
90,C2,0.8
91,C2,0.8
92,C2,1.0
93,C2,1.0
94,C2,1.0
95,C2,0.8
96,C2,0.5
97,C2,0.5
98,C2,0.4
99,C2,0.5
100,C2,0.8
101,C2,1.0
102,C2,1.0
103,C2,1.0
104,C2,1.0
105,C2,1.0
106,C2,0.8
107,C2,1.0
108,C2,1.0
109,C2,0.8
110,C2,1.0
111,C2,0.8
112,C2,0.8
113,C2,0.8
114,C2,0.8
115,C2,1.0
116,C2,0.8
117,C2,1.0
118,C2,1.0
119,C2,1.0
120,C2,0.8
121,C2,1.0
122,C2,1.0
123,C2,0.8
124,C2,0.8571428571428571
125,C2,1.0
126,C2,0.8571428571428571
127,C2,0.8571428571428571
128,C2,0.6666666666666666
129,C2,0.6666666666666666
130,C2,0.8
131,C2,0.8
132,C2,0.5714285714285715
133,C2,0.6666666666666666
134,C2,0.6666666666666666
135,C2,0.75
136,C2,0.6666666666666666
137,C2,0.8
138,C2,0.8
139,C2,0.6666666666666666
140,C2,0.8
141,C2,0.5714285714285715
142,C2,0.75
143,C2,0.8
144,C2,0.6666666666666666
145,C2,1.0
146,C2,0.8
147,C2,0.5714285714285715
148,C2,1.0
149,C2,1.0
150,C2,0.8
151,C2,1.0
152,C2,0.8571428571428571
153,C2,1.0
154,C2,1.0
155,C2,1.0
156,C2,1.0
157,C2,1.0
158,C2,0.8571428571428571
0,C3,1.0
1,C3,1.0
2,C3,1.0
3,C3,1.0
4,C3,1.0
5,C3,1.0
6,C3,1.0
7,C3,1.0
8,C3,1.0
9,C3,1.0
10,C3,1.0
11,C3,1.0
12,C3,1.0
13,C3,1.0
14,C3,1.0
15,C3,1.0
16,C3,1.0
17,C3,1.0
18,C3,1.0
19,C3,1.0
20,C3,1.0
21,C3,1.0
22,C3,1.0
23,C3,1.0
24,C3,1.0
25,C3,1.0
26,C3,1.0
27,C3,1.0
28,C3,1.0
29,C3,1.0
30,C3,1.0
31,C3,1.0
32,C3,1.0
33,C3,1.0
34,C3,1.0
35,C3,0.6666666666666666
36,C3,1.0
37,C3,1.0
38,C3,1.0
39,C3,0.6666666666666666
40,C3,0.6666666666666666
41,C3,1.0
42,C3,0.6666666666666666
43,C3,1.0
44,C3,0.6666666666666666
45,C3,0.6666666666666666
46,C3,1.0
47,C3,1.0
48,C3,1.0
49,C3,1.0
50,C3,0.6666666666666666
51,C3,1.0
52,C3,0.6666666666666666
53,C3,0.6666666666666666
54,C3,0.5
55,C3,0.6666666666666666
56,C3,0.6666666666666666
57,C3,0.6666666666666666
58,C3,0.6666666666666666
59,C3,0.6666666666666666
60,C3,0.6666666666666666
61,C3,0.6666666666666666
62,C3,0.6666666666666666
63,C3,0.6666666666666666
64,C3,0.6666666666666666
65,C3,0.5
66,C3,0.5
67,C3,0.5
68,C3,0.5
69,C3,0.5
70,C3,0.5
71,C3,0.5
72,C3,0.5
73,C3,1.0
74,C3,1.0
75,C3,1.0
76,C3,0.6666666666666666
77,C3,0.6666666666666666
78,C3,0.6666666666666666
79,C3,0.6666666666666666
80,C3,0.6666666666666666
81,C3,1.0
82,C3,1.0
83,C3,0.6666666666666666
84,C3,0.6666666666666666
85,C3,0.6666666666666666
86,C3,1.0
87,C3,0.8
88,C3,0.8
89,C3,1.0
90,C3,0.5
91,C3,1.0
92,C3,0.8
93,C3,0.8
94,C3,0.8
95,C3,0.5
96,C3,0.5
97,C3,0.5
98,C3,0.8
99,C3,0.5
100,C3,0.8
101,C3,0.6666666666666666
102,C3,0.6666666666666666
103,C3,0.5
104,C3,0.8571428571428571
105,C3,1.0
106,C3,0.8
107,C3,1.0
108,C3,1.0
109,C3,0.8
110,C3,0.8571428571428571
111,C3,0.4
112,C3,1.0
113,C3,0.8
114,C3,0.6666666666666666
115,C3,1.0
116,C3,0.8
117,C3,1.0
118,C3,1.0
119,C3,1.0
120,C3,1.0
121,C3,1.0
122,C3,0.6666666666666666
123,C3,0.8
124,C3,0.6666666666666666
125,C3,1.0
126,C3,0.8
127,C3,1.0
128,C3,0.8
129,C3,0.8
130,C3,0.8
131,C3,0.8
132,C3,0.8571428571428571
133,C3,1.0
134,C3,0.7499999999999999
135,C3,0.8571428571428571
136,C3,0.75
137,C3,0.8571428571428571
138,C3,0.8571428571428571
139,C3,0.8571428571428571
140,C3,1.0
141,C3,1.0
142,C3,1.0
143,C3,0.8571428571428571
144,C3,0.8571428571428571
145,C3,0.8
146,C3,0.8571428571428571
147,C3,0.6666666666666666
148,C3,1.0
149,C3,0.8571428571428571
150,C3,0.8
151,C3,0.6666666666666666
152,C3,0.75
153,C3,0.8
154,C3,0.6666666666666666
155,C3,0.6666666666666666
156,C3,0.6666666666666666
157,C3,0.6666666666666666
158,C3,0.8571428571428571
0,C4,1.0
1,C4,1.0
2,C4,1.0
3,C4,1.0
4,C4,1.0
5,C4,1.0
6,C4,1.0
7,C4,1.0
8,C4,1.0
9,C4,1.0
10,C4,1.0
11,C4,1.0
12,C4,1.0
13,C4,1.0
14,C4,1.0
15,C4,1.0
16,C4,1.0
17,C4,1.0
18,C4,1.0
19,C4,1.0
20,C4,1.0
21,C4,1.0
22,C4,1.0
23,C4,1.0
24,C4,1.0
25,C4,1.0
26,C4,1.0
27,C4,1.0
28,C4,1.0
29,C4,1.0
30,C4,1.0
31,C4,1.0
32,C4,1.0
33,C4,1.0
34,C4,1.0
35,C4,1.0
36,C4,1.0
37,C4,1.0
38,C4,1.0
39,C4,1.0
40,C4,1.0
41,C4,1.0
42,C4,1.0
43,C4,1.0
44,C4,1.0
45,C4,1.0
46,C4,1.0
47,C4,1.0
48,C4,1.0
49,C4,1.0
50,C4,1.0
51,C4,1.0
52,C4,1.0
53,C4,1.0
54,C4,0.6666666666666666
55,C4,1.0
56,C4,1.0
57,C4,1.0
58,C4,1.0
59,C4,1.0
60,C4,1.0
61,C4,1.0
62,C4,1.0
63,C4,1.0
64,C4,1.0
65,C4,0.6666666666666666
66,C4,0.6666666666666666
67,C4,0.6666666666666666
68,C4,0.6666666666666666
69,C4,0.6666666666666666
70,C4,0.6666666666666666
71,C4,0.6666666666666666
72,C4,0.6666666666666666
73,C4,1.0
74,C4,1.0
75,C4,1.0
76,C4,0.6666666666666666
77,C4,0.6666666666666666
78,C4,0.6666666666666666
79,C4,0.6666666666666666
80,C4,0.6666666666666666
81,C4,0.6666666666666666
82,C4,0.6666666666666666
83,C4,0.6666666666666666
84,C4,0.6666666666666666
85,C4,0.6666666666666666
86,C4,0.6666666666666666
87,C4,0.5
88,C4,0.6666666666666666
89,C4,1.0
90,C4,0.6666666666666666
91,C4,1.0
92,C4,0.6666666666666666
93,C4,0.6666666666666666
94,C4,0.6666666666666666
95,C4,0.6666666666666666
96,C4,0.6666666666666666
97,C4,0.6666666666666666
98,C4,0.5
99,C4,0.6666666666666666
100,C4,1.0
101,C4,0.8
102,C4,1.0
103,C4,1.0
104,C4,1.0
105,C4,1.0
106,C4,0.8
107,C4,1.0
108,C4,1.0
109,C4,0.8
110,C4,1.0
111,C4,1.0
112,C4,1.0
113,C4,1.0
114,C4,0.8
115,C4,0.6666666666666666
116,C4,0.8
117,C4,1.0
118,C4,1.0
119,C4,1.0
120,C4,0.8
121,C4,1.0
122,C4,0.6666666666666666
123,C4,0.6666666666666666
124,C4,0.6666666666666666
125,C4,0.8
126,C4,0.8
127,C4,0.8
128,C4,1.0
129,C4,1.0
130,C4,0.8
131,C4,1.0
132,C4,1.0
133,C4,0.6666666666666666
134,C4,0.6666666666666666
135,C4,0.6666666666666666
136,C4,0.6666666666666666
137,C4,0.8
138,C4,0.8
139,C4,0.8
140,C4,0.8
141,C4,0.8571428571428571
142,C4,0.8571428571428571
143,C4,0.8
144,C4,0.8
145,C4,1.0
146,C4,0.8
147,C4,0.6666666666666666
148,C4,0.6666666666666666
149,C4,1.0
150,C4,0.8
151,C4,0.6666666666666666
152,C4,0.6666666666666666
153,C4,0.8
154,C4,0.8
155,C4,0.8
156,C4,0.8
157,C4,0.8
158,C4,0.8571428571428571
